niva,omrade,matchort,namn,namn_fold,parti,parti_abbr,organ,roll,roll_kategori,sida
kommun,Uppvidinge,Uppvidinge,Robert Fredriksson,robert fredriksson,Sverigedemokraterna,SD,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vadstena,Vadstena,Frida Edholm,frida edholm,Konsensus,Konsensus,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vadstena,Vadstena,Karolina Hoff,karolina hoff,Socialdemokraterna,S,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vadstena,Vadstena,Peter Karlsson,peter karlsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vadstena,Vadstena,Barbro Henriksson,barbro henriksson,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vadstena,Vadstena,Lars Ekström,lars ekstrom,Konsensus,Konsensus,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vadstena,Vadstena,Ewa Ahlstedt,ewa ahlstedt,Moderaterna,M,Kultur- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vadstena,Vadstena,Göran Fältgren,goran faltgren,Socialdemokraterna,S,Kultur- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vadstena,Vadstena,Lena Linde,lena linde,Konsensus,Konsensus,Kultur- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Vaggeryd,Vaggeryd,Ann-Katrin Löfstedt,ann-katrin lofstedt,Moderaterna,M,SOCIALNÄMNDEN,Ordförande,omsorg/vård,styre (trol.)
kommun,Vaggeryd,Vaggeryd,Fredrik Nord,fredrik nord,Centerpartiet,C,SOCIALNÄMNDEN,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vaggeryd,Vaggeryd,Göran Tollbo,goran tollbo,Socialdemokraterna,S,SOCIALNÄMNDEN,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vaggeryd,Vaggeryd,Carl Johansson,carl johansson,Moderaterna,M,BARN- OCH UTBILDNINGSNÄMNDEN,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vaggeryd,Vaggeryd,Marijo Corkovic,marijo corkovic,Socialdemokraterna,S,BARN- OCH UTBILDNINGSNÄMNDEN,Ordförande,utbildning,styre (trol.)
kommun,Vaggeryd,Vaggeryd,Robin Ahlnér,robin ahlner,Kristdemokraterna,KD,BARN- OCH UTBILDNINGSNÄMNDEN,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Valdemarsvik,Valdemarsvik,Lars Beckman,lars beckman,Socialdemokraterna,S,Kommunstyrelsen tillika krisledningsnämnd,Andre vice ordförande,ledning,opposition (trol.)
kommun,Valdemarsvik,Valdemarsvik,Per Hollertz,per hollertz,Moderaterna,M,Kommunstyrelsen tillika krisledningsnämnd,Ordförande,ledning,styre (trol.)
kommun,Vallentuna,Vallentuna,Jerri Bergström,jerri bergstrom,Socialdemokraterna,S,Kommunstyrelsen,2:e vice ordförande,ledning,opposition (trol.)
kommun,Vallentuna,Vallentuna,Johan Skog,johan skog,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vallentuna,Vallentuna,Ylva Mozis,ylva mozis,Liberalerna,L,Kommunstyrelsen,1:e vice ordförande,ledning,styre (trol.)
kommun,Vallentuna,Vallentuna,Anna Frisell,anna frisell,Moderaterna,M,Socialnämnd,1:e vice ordförande,omsorg/vård,styre (trol.)
kommun,Vallentuna,Vallentuna,Anna Frisell,anna frisell,Moderaterna,M,Socialnämndens socialutskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Vallentuna,Vallentuna,Anne-Louise Vintberger,anne-louise vintberger,Socialdemokraterna,S,Socialnämnd,2:e vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vallentuna,Vallentuna,John Droguett,john droguett,Centerpartiet,C,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Vallentuna,Vallentuna,John Droguett,john droguett,Centerpartiet,C,Socialnämndens socialutskott,Vice ordförande,omsorg/vård,styre (trol.)
kommun,Vallentuna,Vallentuna,Antonio Paras,antonio paras,Centerpartiet,C,Barn- och ungdomsnämndens förskoleutskott,1:e vice ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Camilla Blacker Wallinsson,camilla blacker wallinsson,Moderaterna,M,Barn- och ungdomsnämnd,Ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Camilla Blacker Wallinsson,camilla blacker wallinsson,Moderaterna,M,Barn- och ungdomsnämndens förskoleutskott,Ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Camilla Blacker Wallinsson,camilla blacker wallinsson,Moderaterna,M,Barn- och ungdomsnämndens individutskott,Ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Eva Asplund,eva asplund,Socialdemokraterna,S,Utbildningsnämnden,2:e vice ordförande,utbildning,opposition (trol.)
kommun,Vallentuna,Vallentuna,Jessica Johnson,jessica johnson,Liberalerna,L,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Lars Åsberg,lars asberg,Moderaterna,M,Utbildningsnämnden,1:e vice ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Per Forssberg,per forssberg,Kristdemokraterna,KD,Barn- och ungdomsnämnd,1:e vice ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Per Forssberg,per forssberg,Kristdemokraterna,KD,Barn- och ungdomsnämndens individutskott,1:e vice ordförande,utbildning,styre (trol.)
kommun,Vallentuna,Vallentuna,Sandra Rudeberg,sandra rudeberg,Socialdemokraterna,S,Barn- och ungdomsnämnd,2:e vice ordförande,utbildning,opposition (trol.)
kommun,Vallentuna,Vallentuna,Sandra Rudeberg,sandra rudeberg,Socialdemokraterna,S,Barn- och ungdomsnämndens förskoleutskott,2:e vice ordförande,utbildning,opposition (trol.)
kommun,Vallentuna,Vallentuna,Sandra Rudeberg,sandra rudeberg,Socialdemokraterna,S,Barn- och ungdomsnämndens individutskott,2:e vice ordförande,utbildning,opposition (trol.)
kommun,Vansbro,Vansbro,Marcus Kock,marcus kock,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vansbro,Vansbro,Marcus Kock,marcus kock,Socialdemokraterna,S,Kommunstyrelsens informationsdag,Ordförande,ledning,styre (trol.)
kommun,Vansbro,Vansbro,Pär Skagerling,par skagerling,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vansbro,Vansbro,Pär Skagerling,par skagerling,Moderaterna,M,Kommunstyrelsens informationsdag,Förste vice ordförande,ledning,styre (trol.)
kommun,Vansbro,Vansbro,Torsten Larsson,torsten larsson,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vansbro,Vansbro,Torsten Larsson,torsten larsson,Kristdemokraterna,KD,Kommunstyrelsens informationsdag,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vara,Vara,Fredrik Nelander,fredrik nelander,Socialdemokraterna,S,Kommunstyrelsen tillika krisledningsnämnden,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vara,Vara,Gabriela Bosnjakovic,gabriela bosnjakovic,Moderaterna,M,Kommunstyrelsen tillika krisledningsnämnden,Ordförande,ledning,styre (trol.)
kommun,Vara,Vara,Peter Romlén,peter romlen,Sverigedemokraterna,SD,Kommunstyrelsen tillika krisledningsnämnden,Förste vice ordförande,ledning,styre (trol.)
kommun,Vara,Vara,Elin Härling,elin harling,Sverigedemokraterna,SD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vara,Vara,Fredrik Pettersson,fredrik pettersson,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vara,Vara,Helen Bender,helen bender,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Varberg,Varberg,David Sandrén,david sandren,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Varberg,Varberg,Jeanette Qvist,jeanette qvist,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Varberg,Varberg,Tobias Carlsson,tobias carlsson,Liberalerna,L,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Varberg,Varberg,Katarina Eiderbrant,katarina eiderbrant,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Varberg,Varberg,Sven Andersson,sven andersson,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Varberg,Varberg,Anna Bengtsson,anna bengtsson,Moderaterna,M,Förskole- och grundskolenämnden,Ordförande,utbildning,styre (trol.)
kommun,Varberg,Varberg,Jenny Bolgert,jenny bolgert,Socialdemokraterna,S,Förskole- och grundskolenämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vaxholm,Vaxholm,Anders Örnevall,anders ornevall,Liberalerna,L,Kommunstyrelsens näringslivsberedning,Ordförande,ledning,styre (trol.)
kommun,Vaxholm,Vaxholm,Anna-Lena Nordén,anna-lena norden,Waxholmspartiet,Waxholmspartiet,Kommunstyrelsen,2:e vice ordförande,ledning,opposition (trol.)
kommun,Vaxholm,Vaxholm,Gunnel Allard,gunnel allard,Moderaterna,M,Kommunstyrelsens klimat- och miljöberedning,Vice ordförande,ledning,styre (trol.)
kommun,Vaxholm,Vaxholm,Kristina Runhem,kristina runhem,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vaxholm,Vaxholm,Sara Strandberg,sara strandberg,Vänsterpartiet,V,Kommunstyrelsen,1:e vice ordförande,ledning,styre (trol.)
kommun,Vaxholm,Vaxholm,Sara Strandberg,sara strandberg,Vänsterpartiet,V,Kommunstyrelsens klimat- och miljöberedning,Ordförande,ledning,styre (trol.)
kommun,Vaxholm,Vaxholm,Gunnel Allard,gunnel allard,Moderaterna,M,Socialnämnd,1:e vice ordförande,omsorg/vård,styre (trol.)
kommun,Vaxholm,Vaxholm,Gunnel Allard,gunnel allard,Moderaterna,M,Socialt utskott under socialnämnden,Vice ordförande,omsorg/vård,styre (trol.)
kommun,Vaxholm,Vaxholm,Michael Baumgarten,michael baumgarten,Liberalerna,L,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Vaxholm,Vaxholm,Michael Baumgarten,michael baumgarten,Liberalerna,L,Socialt utskott under socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vaxholm,Vaxholm,Susanne Klang,susanne klang,Waxholmspartiet,Waxholmspartiet,Socialnämnd,2:e vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vellinge,Vellinge,Gustav Schyllert,gustav schyllert,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vellinge,Vellinge,Karl-Johan Persson,karl-johan persson,Sverigedemokraterna,SD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vellinge,Vellinge,Martin von Gertten,martin von gertten,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vellinge,Vellinge,Charlotte Wannius Falk,charlotte wannius falk,Moderaterna,M,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vellinge,Vellinge,Lena Henriksson,lena henriksson,Sverigedemokraterna,SD,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vellinge,Vellinge,Mavis Zander,mavis zander,Moderaterna,M,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vellinge,Vellinge,Margaretha Olsson,margaretha olsson,Moderaterna,M,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vellinge,Vellinge,Niklas Lindén,niklas linden,Sverigedemokraterna,SD,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Vellinge,Vellinge,Victoria Bergstrand,victoria bergstrand,Moderaterna,M,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vetlanda,Vetlanda,Henrik Tvarnö,henrik tvarno,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vetlanda,Vetlanda,Jan Johansson,jan johansson,Vetlanda Framåtanda,Vetlanda Framåtanda,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vetlanda,Vetlanda,Robin Wallén Nilsson,robin wallen nilsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vetlanda,Vetlanda,Anders Bengtsson,anders bengtsson,Moderaterna,M,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vetlanda,Vetlanda,Cecilia Rylander,cecilia rylander,Vetlanda Framåtanda,Vetlanda Framåtanda,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vetlanda,Vetlanda,Conny Harrysson,conny harrysson,Vetlanda Framåtanda,Vetlanda Framåtanda,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vetlanda,Vetlanda,Jan-Erik Josefsson,jan-erik josefsson,Kristdemokraterna,KD,Vård- och omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vetlanda,Vetlanda,Jonna Andreasen-Fälth,jonna andreasen-falth,Sverigedemokraterna,SD,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vetlanda,Vetlanda,Mona-Lisa Hagström Svensson,mona-lisa hagstrom svensson,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vetlanda,Vetlanda,Annelie Andersson,annelie andersson,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vetlanda,Vetlanda,Daniel Berner,daniel berner,Centerpartiet,C,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Vetlanda,Vetlanda,Patrik Karlsson,patrik karlsson,Vetlanda Framåtanda,Vetlanda Framåtanda,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vilhelmina,Vilhelmina,Andreas Eliasson,andreas eliasson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vilhelmina,Vilhelmina,Lennart Fjellman,lennart fjellman,Kristdemokraterna,KD,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vilhelmina,Vilhelmina,Max Fredriksson,max fredriksson,Kristdemokraterna,KD,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vimmerby,Vimmerby,Eva Kindstrand Ströberg,eva kindstrand stroberg,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vimmerby,Vimmerby,Niklas Gustafsson,niklas gustafsson,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vimmerby,Vimmerby,Peter Karlsson,peter karlsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vimmerby,Vimmerby,Anders Brunegård,anders brunegard,Kristdemokraterna,KD,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vimmerby,Vimmerby,Anders Brunegård,anders brunegard,Kristdemokraterna,KD,Socialnämndens myndighetsutskott,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Vimmerby,Vimmerby,Eva Berglund,eva berglund,Socialdemokraterna,S,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vimmerby,Vimmerby,Eva Berglund,eva berglund,Socialdemokraterna,S,Socialnämndens myndighetsutskott,Ordförande,omsorg/vård,styre (trol.)
kommun,Vimmerby,Vimmerby,Susanne Linder,susanne linder,Centerpartiet,C,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vimmerby,Vimmerby,Susanne Linder,susanne linder,Centerpartiet,C,Socialnämndens myndighetsutskott,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vimmerby,Vimmerby,Lars Sandberg,lars sandberg,Centerpartiet,C,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vimmerby,Vimmerby,Lis-Astrid Andersson,lis-astrid andersson,Socialdemokraterna,S,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vimmerby,Vimmerby,Ola Hammarbäck,ola hammarback,Kristdemokraterna,KD,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Vindeln,Vindeln,Britt-Louise Eriksson,britt-louise eriksson,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vindeln,Vindeln,Daniel Jaede,daniel jaede,Kristdemokraterna,KD,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vindeln,Vindeln,Mathias Haglund,mathias haglund,Socialdemokraterna,S,Kommunfullmäktige,Kommunalråd,ledning,styre (trol.)
kommun,Vindeln,Vindeln,Mathias Haglund,mathias haglund,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vingåker,Vingåker,Charlotte Prennfors,charlotte prennfors,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vingåker,Vingåker,Robert Davidsson,robert davidsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vingåker,Vingåker,Robert Skoglund,robert skoglund,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Vingåker,Vingåker,Anna Gripenberg,anna gripenberg,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vingåker,Vingåker,Camilla Tiredal,camilla tiredal,Socialdemokraterna,S,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vingåker,Vingåker,Fredrik Andersson,fredrik andersson,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vingåker,Vingåker,Monica Granström,monica granstrom,-,-,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vänersborg,Vänersborg,Dan Nyberg,dan nyberg,Socialdemokraterna,S,Socialnämnd,Ordförande,omsorg/vård,styre (trol.)
kommun,Vänersborg,Vänersborg,Magnus Ekström,magnus ekstrom,Kristdemokraterna,KD,Socialnämnd,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vänersborg,Vänersborg,Bo Carlsson,bo carlsson,Centerpartiet,C,Barn- och Utbildningsnämnd,Ordförande,utbildning,styre (trol.)
kommun,Vänersborg,Vänersborg,Christin Slättmyr,christin slattmyr,Socialdemokraterna,S,Barn- och Utbildningsnämnd,Förste vice ordförande,utbildning,styre (trol.)
kommun,Vänersborg,Vänersborg,Gunnar Henriksson,gunnar henriksson,Liberalerna,L,Barn- och Utbildningsnämnd,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Vännäs,Vännäs,Anders Nilsson,anders nilsson,Centerpartiet,C,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vännäs,Vännäs,Anna Frej,anna frej,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vännäs,Vännäs,Jan Nilsson,jan nilsson,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vännäs,Vännäs,Ingmarie Lindqvist,ingmarie lindqvist,Centerpartiet,C,Vård- och omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Vännäs,Vännäs,Jacqueline Forsberg,jacqueline forsberg,Socialdemokraterna,S,Vård- och omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Vännäs,Vännäs,Johan Ågren,johan agren,Socialdemokraterna,S,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vännäs,Vännäs,Matilda Lundberg,matilda lundberg,Centerpartiet,C,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Värmdö,Värmdö,Carl Kangas,carl kangas,Socialdemokraterna,S,Kommunstyrelsen,ordförande,ledning,styre (trol.)
kommun,Värmdö,Värmdö,Linda Nygren,linda nygren,Socialdemokraterna,S,Vård- och omsorgsnämnden,ordförande,omsorg/vård,styre (trol.)
kommun,Värmdö,Värmdö,Sam Assadi,sam assadi,Socialdemokraterna,S,Socialnämnden,ordförande,omsorg/vård,styre (trol.)
kommun,Värmdö,Värmdö,Amie Kronblad,amie kronblad,Liberalerna,L,Grundskolenämnden,ordförande,utbildning,styre (trol.)
kommun,Värmdö,Värmdö,Emelie Öberg,emelie oberg,Socialdemokraterna,S,Förskolenämnden,ordförande,utbildning,styre (trol.)
kommun,Värmdö,Värmdö,Sam Assadi,sam assadi,Socialdemokraterna,S,"Gymnasie-, vuxenutbildnings- och arbetslivsnämnd",ordförande,utbildning,styre (trol.)
kommun,Värnamo,Värnamo,Filip Wihrén Andersson,filip wihren andersson,Moderaterna,M,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Värnamo,Värnamo,Margareta Lindahl,margareta lindahl,Kristdemokraterna,KD,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Värnamo,Värnamo,Åke Vilhelmsson,ake vilhelmsson,Socialdemokraterna,S,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Värnamo,Värnamo,Kaj Larsson,kaj larsson,Moderaterna,M,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Värnamo,Värnamo,Maria Johansson,maria johansson,-,-,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Västervik,Västervik,Harald Hjalmarsson,harald hjalmarsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Västervik,Västervik,Klara Björkum,klara bjorkum,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Västervik,Västervik,Ulf Nilsson,ulf nilsson,Liberalerna,L,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Västervik,Västervik,Marianne Hennel,marianne hennel,Moderaterna,M,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Västervik,Västervik,Maud Lindqvist,maud lindqvist,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Västervik,Västervik,Maud Ärlebrant,maud arlebrant,Kristdemokraterna,KD,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Västervik,Västervik,Andreas Billtorp,andreas billtorp,Moderaterna,M,Barn- och utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Västervik,Västervik,Cecilia Kåremyr,cecilia karemyr,Socialdemokraterna,S,Barn- och utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Västervik,Västervik,Jonas Jalkteg,jonas jalkteg,Westerwikspartiet,Westerwikspartiet,Barn- och utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Växjö,Växjö,Malin Lauber,malin lauber,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Växjö,Växjö,Maria Garmer,maria garmer,Vänsterpartiet,V,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Växjö,Växjö,Pernilla Tornéus,pernilla torneus,Moderaterna,M,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Växjö,Växjö,Nidija Avdic,nidija avdic,Vänsterpartiet,V,Omsorgsnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Växjö,Växjö,Sofia Stynsberg,sofia stynsberg,Moderaterna,M,Omsorgsnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Växjö,Växjö,Tomas Thornell,tomas thornell,Socialdemokraterna,S,Omsorgsnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Växjö,Växjö,Anton Olsson,anton olsson,Moderaterna,M,Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Växjö,Växjö,Björn Kleinhenz,bjorn kleinhenz,Vänsterpartiet,V,Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Växjö,Växjö,Julia Berg,julia berg,Socialdemokraterna,S,Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Vårgårda,Vårgårda,Bengt Hilmersson,bengt hilmersson,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Vårgårda,Vårgårda,Kenneth Max,kenneth max,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Vårgårda,Vårgårda,Tony Willner,tony willner,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Ydre,Ydre,Gunilla Klint Armsköld,gunilla klint armskold,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Ydre,Ydre,Jeanette Perchun,jeanette perchun,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Ydre,Ydre,Nina Vissing,nina vissing,Centerpartiet,C,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Ystad,Ystad,Gunilla Andersson,gunilla andersson,Moderaterna,M,Kommunstyrelsen,Förste vice ordförande,ledning,styre (trol.)
kommun,Ystad,Ystad,Kevin Rasmussen,kevin rasmussen,Socialdemokraterna,S,Kommunstyrelsen,Andre vice ordförande,ledning,opposition (trol.)
kommun,Ystad,Ystad,Paula Nilsson,paula nilsson,Moderaterna,M,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
kommun,Ystad,Ystad,Anne Olofsdotter,anne olofsdotter,Moderaterna,M,Socialnämnden,Ordförande,omsorg/vård,styre (trol.)
kommun,Ystad,Ystad,Birgitta Cestrone Nyman,birgitta cestrone nyman,Socialdemokraterna,S,Socialnämnden,Andre vice ordförande,omsorg/vård,opposition (trol.)
kommun,Ystad,Ystad,Marcus Bräutigam,marcus brautigam,Liberalerna,L,Socialnämnden,Förste vice ordförande,omsorg/vård,styre (trol.)
kommun,Ystad,Ystad,Allan Waktmar,allan waktmar,Socialdemokraterna,S,Gymnasienämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Ystad,Ystad,Karin Voltaire,karin voltaire,Socialdemokraterna,S,Barn- och Utbildningsnämnden,Andre vice ordförande,utbildning,opposition (trol.)
kommun,Ystad,Ystad,Kent Andersson,kent andersson,Sverigedemokraterna,SD,Gymnasienämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Ystad,Ystad,Kevin Sundin,kevin sundin,Moderaterna,M,Gymnasienämnden,Ordförande,utbildning,styre (trol.)
kommun,Ystad,Ystad,Paula Larsson Jarl,paula larsson jarl,Moderaterna,M,Barn- och Utbildningsnämnden,Förste vice ordförande,utbildning,styre (trol.)
kommun,Ystad,Ystad,Per-Olof Lind,per-olof lind,Liberalerna,L,Barn- och Utbildningsnämnden,Ordförande,utbildning,styre (trol.)
kommun,Älmhult,Älmhult,Eva Ballovarre,eva ballovarre,Socialdemokraterna,S,Kommunstyrelsen,Ordförande,ledning,styre (trol.)
