VALTYP;VALOMRÅDESKOD;VALOMRÅDESNAMN;VALKRETSKOD;VALKRETSNAMN;PARTIBETECKNING;PARTIFÖRKORTNING;ORDNING;KANDIDATNUMMER;NAMN;FOLKBOKFÖRINGSKOMMUN;GILTIG
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;16926;Ingrid Gunnarsson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;49765;Roland Johansson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;45445;Sam Kesti;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;46194;Henrik Åkerlund;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;16924;Pär Gustavsson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;49596;Hans Nihlén;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;45438;Pehr Anders Waern;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;46745;Ejda Hassler;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;45446;Lars Lundström;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;53124;Susana Santibanez;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;49598;Clarence Jorland;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;49599;Eva Ekman;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;46193;Ivana Radivojevic;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;52815;Sören Holmquist;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;46746;Jan Arvelius;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;16922;Emelie Wassermann;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;49600;Carl Henrik Carlström;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;49601;Tage Perntz;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;46192;Carl Schnell;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;45448;Nandi Rutgård;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;49604;Marianne Almberg;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;49605;Linda Åkesson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;43559;Ann-Kristin Carlberg;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;46214;Leif Söderström;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;16927;Anders Edin;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;16928;Liliane Åkerlund;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;46195;Sergej Salnikov;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;45439;Tapani Juntunen;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;16923;Anders Lindman;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;45437;Mats Johnsson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;45443;Roine Löfgren;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;45436;Robert Westerlund;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;16921;Findel Madison;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;16925;Runar Finnman;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;16926;Ingrid Gunnarsson;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;49792;Björn Franzén;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;49793;Jenny Holking;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;46748;Rickard Stenwreth;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;43513;Per Carlberg;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;8569;Mikael Uppman;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;8567;Lars Alexandersson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;43006;Iréne Borgenvik;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;8618;Klas Beskow;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;43516;Bjarne Vifell;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;43048;Göran Borgenvik;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;8570;Esa Örmä;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;43510;Bengt Bäckström;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;8620;Lars Segerström;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;43512;Jörgen Nilsson;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;8616;Roy Eriksson;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;43051;Gunilla Lundqvist;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;5138;Leonid Yurkovskiy;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;8631;Torbjörn Rösth;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;43004;Erik Rosenschütz;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;8572;Daniel Stjernlöf;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;8573;Tomas Andersson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;16935;Henrik Mellström;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;43047;Jan Åke Ekström;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;8629;Marianne Rösth;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;8575;Erik Dahlin;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;43517;Elisabet Mellström;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;43514;Torsten Bengtsson;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;47940;Stefan Dozzi;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;43506;David Kern;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;43045;Håkan Karlsson;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;43565;Ari Pylväinen;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;8576;Roberto Munoz Alvarado;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;43522;Adam Jansson;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;43511;Toni Blomqvist;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;38;43541;Lars Österdahl;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;8578;Thomas Borg;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;43049;Mathias Borenz;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;8580;David Hyde;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;43508;Karin Kling;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;8637;Annika Bergsten;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;8583;Felicia Siecke;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;43520;Camilla Kungsman;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;43563;Kenneth Kling;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;46;42552;Gert Schött;Lidingö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;43545;Anna-Karin Bengtsson;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;48;43521;Ria Briffa;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;49;43551;Matias Ruuskanen;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;8615;Daria Baxinger;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;50;8586;Mari D'Orsay;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;51;8587;Anders Olofsson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;52;8614;Gabriel Norman;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;53;8627;Vivianne Riesler Blank;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;54;8568;Tommy Sjöström;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;55;8619;Henrik Lagerberg;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;56;8621;Johnny Larsson;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;57;8626;Johan Ingfeldt;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;8579;Stephan Andersson;Nacka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;43518;Tobias Årnell;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;43509;Johan Carlsson;Tyresö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;8612;Niclas Ingfeldt;Värmdö;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;8521;Christian Lindefjärd;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;8519;Kent Svensson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;43007;Arnold Boström;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;42691;Erica Molin;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;8522;Angelique Rehak;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;43418;Erik Larsson;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;42687;Björn Larsson;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;43421;Ted Ekberg;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;42697;Christian Backman;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;8524;Marie-Louise Boström;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;42827;Rickard Berglund;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;42684;Christoffer Edman;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;42694;Richard Söderqvist;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;42830;Tord Rådberg;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;8525;Kjell Brolin;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;42688;Hans-Erik Molin;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;8538;Anette Pettersson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;42690;Sandra Björklund;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;8547;Ann Björck;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;43420;Jacqueline Schüssler;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;8528;Ronia Svensson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;42556;Jan-Ove Andersson;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;8520;Christian Delhage;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;43008;Annika Boström;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;8527;Guy Irenius;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;8529;Lars-Christer Lundmark;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;42698;Grigorii Zaripov;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;43009;Roger Urbanski;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;8530;Bo Alstermo;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;8532;Mikaela Hedenskog;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;42826;Bo Andersson;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;38;42699;Tomas Axelsson;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;8531;Elin Cederrud;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;42868;Alexandra Ghialamas;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;8534;Peter Lindefjärd;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;42701;Jimmy Gyllenhammar Oxelbrand;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;8537;Johan Vikyov;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;43524;Sven Pernils;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;8539;Lukasz Tomaszewski;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;8542;Inge Älvestam;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;46;43419;Marlon Rios Forsgren;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;8540;Anna Maria Nyzell;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;48;42554;Hans Lissgård;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;49;42679;Stefan Bergfors;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;42833;Mats Arkhem;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;50;8535;Yvonne Forsberg;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;51;42547;Andreas Hillerdal;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;52;8536;Jackie Svensen;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;53;8544;Helge Eyser;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;54;42546;Markus Andersson;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;55;43422;Robert Dahl;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;56;43415;Anders Jansson;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;57;42702;Robert Liljedahl;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;58;8548;Alexander Nilsson Dahlberg;Danderyd;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;59;42680;Sasan Rezazadeh;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;8526;Therese Nilsson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;60;43416;Fredrik Bjäremir;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;61;42695;Veronica Höbenbecker;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;62;42865;Saman Shemon;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;63;42682;Rasmus Stolt;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;64;8561;Ismo Lääveri;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;65;42834;Nenad Raschperger;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;66;42696;Christer Persson;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;67;8546;Mats Zettmar;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;68;8523;Peter Kirs;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;69;8533;Margareta Johansson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;16934;Felix Byström;Huddinge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;70;8551;Kateryna Azarova;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;71;8545;Anders Carlsson;Haninge;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;72;42681;Fredy Luis Pino;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;42689;Tony Björklund;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;42692;Roger Almstedt;Nynäshamn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;16930;Andreas Birgersson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;43685;Inger Tuvell;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;11;43347;Anne Rosensvärd;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;12;43012;Hans Joglund;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;13;8601;Anders Ibjer;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;14;43059;Jeremy Hodson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;15;43021;Östen Granberg;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;16;44148;Annie Holmström;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;17;43341;Peter Crouthon;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;18;43066;Monica Thorsell;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;19;8598;Mats Claesson;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;2;43022;Max Möllerström;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;20;43062;Stefan Jakobsson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;21;44149;Jonas Magnusson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;22;43011;Mauri Voittonen;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;23;5124;Martin Kinnunen;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;24;8599;Christina Ibjer;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;25;43320;Lana Issakainen;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;26;8608;Kent Jansson;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;27;43013;Magnus Jonsson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;28;8592;Rikard Abrahamsson;Salem;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;29;44151;Marcus Haavisto;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;3;43019;Niklas Lekander;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;30;42831;Carl-Gustaf Rosensvärd;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;31;43054;Maria Björkman;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;32;8604;Per Atthem;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;33;8594;Simon Bjelkmark;Salem;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;34;8596;Charlotte Mariasson;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;35;43325;Annelie Andersen;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;36;43060;Marcus Mann;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;37;8595;Sebastian Perny;Salem;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;38;43010;Milad Mousa;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;39;43335;Anneli Korsheden;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;4;8593;Sara Szabo;Salem;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;40;43536;Emmelie Hagström;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;41;43334;Robert Elliot;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;42;44157;Kjell Bohman;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;43;43020;Stefan Froby;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;44;43332;Hans Trulsson;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;45;43324;Stefan Andersen;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;46;43342;Bo Holmström;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;47;43333;Magnus Ståhlman;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;48;43344;Igor Milenovic;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;49;43326;Anar Azeri;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;5;8591;Christian Isaksson;Salem;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;50;43321;Patrik Bensner;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;51;43686;Melissa Ylitalo;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;52;43345;Ulf Johansson;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;53;43343;Andreas Johansson;Österåker;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;54;43330;Gintare Jodene;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;55;43346;Lars-Martin Vikström;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;56;43329;Marko Pesonen;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;57;43331;Fredrik Lindell;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;58;43068;Gabro Danho;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;59;54425;Kevin Makota Ström;Stockholm;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;6;8597;Mats Ronnekvist;Nykvarn;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;7;42545;Joachim Hagström;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;8;43056;Johan Österlund;Södertälje;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;9;43023;Robert Stenkvist;Botkyrka;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;1;16933;Msciwoj Swigon;Solna;J
RF;01;Stockholm;0104;4 Östra Söderort;Sverigedemokraterna;SD;10;43095;Stefan Nero;Solna;J
