typ,nyckel,namn
kommunvk,12800624,Malmö Östra
kommunvk,12800625,Malmö Östra
kommunvk,12800701,Malmö Östra
kommunvk,12800702,Malmö Östra
kommunvk,12800703,Malmö Östra
kommunvk,12800704,Malmö Östra
kommunvk,12800705,Malmö Östra
kommunvk,12800706,Malmö Östra
kommunvk,12800707,Malmö Östra
kommunvk,12800708,Malmö Östra
kommunvk,12800801,Malmö Östra
kommunvk,12800802,Malmö Östra
kommunvk,12800803,Malmö Östra
kommunvk,12800804,Malmö Östra
kommunvk,12800805,Malmö Östra
kommunvk,12800806,Malmö Östra
kommunvk,12800807,Malmö Östra
kommunvk,12800808,Malmö Östra
kommunvk,12800809,Malmö Östra
kommunvk,12800810,Malmö Östra
kommunvk,12800811,Malmö Östra
kommunvk,12800812,Malmö Östra
kommunvk,12800901,Malmö Östra
kommunvk,12800902,Malmö Östra
kommunvk,12800903,Malmö Östra
kommunvk,12800904,Malmö Östra
kommunvk,12800905,Malmö Östra
kommunvk,12800906,Malmö Östra
kommunvk,12800907,Malmö Östra
kommunvk,12800908,Malmö Östra
kommunvk,12800909,Malmö Östra
kommunvk,12800910,Malmö Östra
kommunvk,12800911,Malmö Östra
kommunvk,12800912,Malmö Östra
kommunvk,12800913,Malmö Östra
kommunvk,12800914,Malmö Östra
kommunvk,12801001,Malmö Östra
kommunvk,12801002,Malmö Östra
kommunvk,12801003,Malmö Östra
kommunvk,12801004,Malmö Östra
kommunvk,12801005,Malmö Östra
kommunvk,12801006,Malmö Östra
kommunvk,12801007,Malmö Östra
kommunvk,12801008,Malmö Östra
kommunvk,12801009,Malmö Östra
kommunvk,12801010,Malmö Östra
kommunvk,12870101,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870102,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870103,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870104,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870105,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870106,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870107,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870108,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870109,"Trelleborgs Andra, Östra"
kommunvk,12870110,"Trelleborgs Andra, Östra"
kommunvk,12870111,"Trelleborgs Andra, Östra"
kommunvk,12870112,"Trelleborgs Andra, Östra"
kommunvk,12870113,"Trelleborgs Andra, Östra"
kommunvk,12870114,"Trelleborgs Andra, Östra"
kommunvk,12870115,"Trelleborgs Andra, Östra"
kommunvk,12870116,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870201,"Trelleborgs  Första, Västra-Norra"
kommunvk,12870301,"Trelleborgs  Första, Västra-Norra"
kommunvk,12871001,"Trelleborgs  Första, Västra-Norra"
kommunvk,12871301,"Trelleborgs Andra, Östra"
kommunvk,12871401,"Trelleborgs Andra, Östra"
kommunvk,12871501,"Trelleborgs Andra, Östra"
kommunvk,12871701,"Trelleborgs Andra, Östra"
kommunvk,12872101,"Trelleborgs Andra, Östra"
kommunvk,12872501,"Trelleborgs Andra, Östra"
kommunvk,12872801,"Trelleborgs  Första, Västra-Norra"
kommunvk,12873101,"Trelleborgs  Första, Västra-Norra"
kommunvk,12900101,Väster
kommunvk,12900102,Väster
kommunvk,12900103,Väster
kommunvk,12900104,Öster
kommunvk,12900105,Öster
kommunvk,12900106,Öster
kommunvk,12900107,Öster
kommunvk,12900108,Öster
kommunvk,12900109,Öster
kommunvk,12900111,Öster
kommunvk,12900112,Väster
kommunvk,12900113,Väster
kommunvk,12900114,Öster
kommunvk,12900115,Väster
kommunvk,12900116,Öster
kommunvk,12900209,Väster
kommunvk,12900210,Väster
kommunvk,12900216,Väster
kommunvk,12900402,Väster
kommunvk,12900702,Väster
kommunvk,12900803,Väster
kommunvk,12900901,Öster
kommunvk,12900902,Öster
kommunvk,12900903,Öster
kommunvk,12901103,Väster
kommunvk,12901303,Väster
kommunvk,12901401,Väster
kommunvk,12901501,Öster
kommunvk,12901502,Öster
kommunvk,12901503,Öster
kommunvk,12901505,Öster
kommunvk,12901506,Öster
kommunvk,12901507,Öster
kommunvk,12901701,Väster
kommunvk,12902301,Öster
kommunvk,12902401,Öster
kommunvk,12902501,Öster
kommunvk,12902901,Väster
kommunvk,12903001,Öster
kommunvk,12903103,Väster
kommunvk,12903201,Väster
kommunvk,12903202,Väster
kommunvk,12903501,Öster
kommunvk,13830121,Varbergs norra valkrets
kommunvk,13830122,Varbergs norra valkrets
kommunvk,13830123,Varbergs norra valkrets
kommunvk,13830124,Varbergs norra valkrets
kommunvk,13830125,Varbergs norra valkrets
kommunvk,13830126,Varbergs norra valkrets
kommunvk,13830127,Varbergs norra valkrets
kommunvk,13830128,Varbergs norra valkrets
kommunvk,13830129,Varbergs norra valkrets
kommunvk,13830130,Varbergs norra valkrets
kommunvk,13830131,Varbergs norra valkrets
kommunvk,13830132,Varbergs norra valkrets
kommunvk,13830133,Varbergs norra valkrets
kommunvk,13830134,Varbergs norra valkrets
kommunvk,13830135,Varbergs norra valkrets
kommunvk,13830136,Varbergs norra valkrets
kommunvk,13830137,Varbergs norra valkrets
kommunvk,13830138,Varbergs norra valkrets
kommunvk,13830139,Varbergs norra valkrets
kommunvk,13830140,Varbergs norra valkrets
kommunvk,13830221,Varbergs södra valkrets
kommunvk,13830222,Varbergs södra valkrets
kommunvk,13830223,Varbergs södra valkrets
kommunvk,13830224,Varbergs södra valkrets
kommunvk,13830225,Varbergs södra valkrets
kommunvk,13830226,Varbergs södra valkrets
kommunvk,13830227,Varbergs södra valkrets
kommunvk,13830228,Varbergs södra valkrets
kommunvk,13830229,Varbergs södra valkrets
kommunvk,13830230,Varbergs södra valkrets
kommunvk,13830231,Varbergs södra valkrets
kommunvk,13830232,Varbergs södra valkrets
kommunvk,13830233,Varbergs södra valkrets
kommunvk,13830234,Varbergs södra valkrets
kommunvk,13830235,Varbergs södra valkrets
kommunvk,13830236,Varbergs södra valkrets
kommunvk,13830237,Varbergs södra valkrets
kommunvk,13830238,Varbergs södra valkrets
kommunvk,13830239,Varbergs södra valkrets
kommunvk,13830240,Varbergs södra valkrets
kommunvk,13830241,Varbergs södra valkrets
kommunvk,14880106,Trollhättan Norra
kommunvk,14880107,Trollhättan Norra
kommunvk,14880108,Trollhättan Norra
kommunvk,14880109,Trollhättan Norra
kommunvk,14880110,Trollhättan Norra
kommunvk,14880111,Trollhättan Norra
kommunvk,14880113,Trollhättan Norra
kommunvk,14880114,Trollhättan Norra
kommunvk,14880119,Trollhättan Södra
kommunvk,14880120,Trollhättan Södra
kommunvk,14880125,Trollhättan Norra
kommunvk,14880135,Trollhättan Norra
kommunvk,14880137,Trollhättan Södra
kommunvk,14880327,Trollhättan Södra
kommunvk,14880428,Trollhättan Södra
kommunvk,14880429,Trollhättan Södra
kommunvk,14880530,Trollhättan Södra
kommunvk,14880632,Trollhättan Södra
kommunvk,14880731,Trollhättan Södra
kommunvk,14880916,Trollhättan Södra
kommunvk,14880917,Trollhättan Södra
kommunvk,14880918,Trollhättan Södra
kommunvk,14880921,Trollhättan Södra
kommunvk,14880922,Trollhättan Södra
kommunvk,14880923,Trollhättan Södra
kommunvk,14880924,Trollhättan Södra
kommunvk,14880936,Trollhättan Södra
kommunvk,14881001,Trollhättan Norra
kommunvk,14881002,Trollhättan Norra
kommunvk,14881003,Trollhättan Norra
kommunvk,14881004,Trollhättan Norra
kommunvk,14881005,Trollhättan Norra
kommunvk,14881033,Trollhättan Norra
kommunvk,14881034,Trollhättan Norra
kommunvk,14900101,Borås 1
kommunvk,14900102,Borås 1
kommunvk,14900103,Borås 1
kommunvk,14900104,Borås 1
kommunvk,14900105,Borås 1
kommunvk,14900106,Borås 1
kommunvk,14900107,Borås 1
kommunvk,14900108,Borås 1
kommunvk,14900109,Borås 1
kommunvk,14900110,Borås 1
kommunvk,14900112,Borås 1
kommunvk,14900114,Borås 1
kommunvk,14900115,Borås 1
kommunvk,14900116,Borås 1
kommunvk,14900117,Borås 1
kommunvk,14900118,Borås 1
kommunvk,14900119,Borås 1
kommunvk,14900122,Borås 1
kommunvk,14900123,Borås 1
kommunvk,14900124,Borås 1
kommunvk,14900125,Borås 1
kommunvk,14900126,Borås 1
kommunvk,14900168,Borås 1
kommunvk,14900227,Borås 2
kommunvk,14900228,Borås 2
kommunvk,14900229,Borås 2
kommunvk,14900230,Borås 2
kommunvk,14900231,Borås 2
kommunvk,14900232,Borås 2
kommunvk,14900233,Borås 2
kommunvk,14900234,Borås 2
kommunvk,14900235,Borås 2
kommunvk,14900236,Borås 2
kommunvk,14900237,Borås 2
kommunvk,14900238,Borås 2
kommunvk,14900240,Borås 2
kommunvk,14900242,Borås 2
kommunvk,14900243,Borås 2
kommunvk,14900244,Borås 2
kommunvk,14900245,Borås 2
kommunvk,14900246,Borås 2
kommunvk,14900247,Borås 2
kommunvk,14900248,Borås 2
kommunvk,14900249,Borås 2
kommunvk,14900251,Borås 2
kommunvk,14900252,Borås 2
kommunvk,14900253,Borås 2
kommunvk,14900254,Borås 2
kommunvk,14900255,Borås 2
kommunvk,14900320,Borås 3
kommunvk,14900356,Borås 3
kommunvk,14900357,Borås 3
kommunvk,14900358,Borås 3
kommunvk,14900359,Borås 3
kommunvk,14900360,Borås 3
kommunvk,14900361,Borås 3
kommunvk,14900362,Borås 3
kommunvk,14900363,Borås 3
kommunvk,14900365,Borås 3
kommunvk,14900366,Borås 3
kommunvk,14900367,Borås 3
kommunvk,14900369,Borås 3
kommunvk,14900370,Borås 3
kommunvk,14900371,Borås 3
kommunvk,14900372,Borås 3
kommunvk,14900373,Borås 3
kommunvk,14900374,Borås 3
kommunvk,14900375,Borås 3
kommunvk,14900376,Borås 3
kommunvk,14900377,Borås 3
kommunvk,14900378,Borås 3
kommunvk,14900379,Borås 3
kommunvk,14900380,Borås 3
kommunvk,14900381,Borås 3
kommunvk,14900382,Borås 3
kommunvk,14900383,Borås 3
kommunvk,14900384,Borås 3
kommunvk,14900385,Borås 3
kommunvk,14900386,Borås 3
kommunvk,14900387,Borås 3
kommunvk,18800101,Örebro Södra
kommunvk,18800102,Örebro Södra
kommunvk,18800103,Örebro Södra
kommunvk,18800104,Örebro Södra
kommunvk,18800105,Örebro Södra
kommunvk,18800106,Örebro Södra
kommunvk,18800107,Örebro Södra
kommunvk,18800108,Örebro Södra
kommunvk,18800109,Örebro Södra
kommunvk,18800110,Örebro Södra
kommunvk,18800111,Örebro Södra
kommunvk,18800112,Örebro Södra
kommunvk,18800113,Örebro Södra
kommunvk,18800114,Örebro Södra
kommunvk,18800115,Örebro Södra
kommunvk,18800116,Örebro Södra
kommunvk,18800216,Örebro Norra
kommunvk,18800217,Örebro Södra
kommunvk,18800218,Örebro Norra
kommunvk,18800219,Örebro Norra
kommunvk,18800220,Örebro Norra
kommunvk,18800221,Örebro Norra
kommunvk,18800222,Örebro Norra
kommunvk,18800223,Örebro Norra
kommunvk,18800224,Örebro Norra
kommunvk,18800225,Örebro Norra
kommunvk,18800226,Örebro Norra
kommunvk,18800227,Örebro Södra
kommunvk,18800228,Örebro Norra
kommunvk,18800229,Örebro Norra
kommunvk,18800230,Örebro Norra
kommunvk,18800231,Örebro Södra
kommunvk,18800232,Örebro Södra
kommunvk,18800233,Örebro Södra
kommunvk,18800339,Örebro Norra
kommunvk,18800340,Örebro Norra
kommunvk,18800341,Örebro Norra
kommunvk,18800342,Örebro Norra
kommunvk,18800343,Örebro Norra
kommunvk,18800344,Örebro Norra
kommunvk,18800345,Örebro Norra
kommunvk,18800346,Örebro Norra
kommunvk,18800347,Örebro Norra
kommunvk,18800348,Örebro Norra
kommunvk,18800349,Örebro Norra
kommunvk,18800350,Örebro Norra
kommunvk,18800479,Örebro Södra
kommunvk,18800480,Örebro Södra
kommunvk,18800481,Örebro Södra
kommunvk,18800482,Örebro Södra
kommunvk,18800483,Örebro Södra
kommunvk,18800484,Örebro Södra
kommunvk,18800485,Örebro Södra
kommunvk,18800486,Örebro Södra
kommunvk,18800487,Örebro Södra
kommunvk,18800488,Örebro Södra
kommunvk,18800489,Örebro Södra
kommunvk,18800490,Örebro Södra
kommunvk,18800491,Örebro Södra
kommunvk,18800492,Örebro Södra
kommunvk,18800501,Örebro Södra
kommunvk,18800502,Örebro Södra
kommunvk,18800701,Örebro Södra
kommunvk,18800801,Örebro Norra
kommunvk,18800802,Örebro Norra
kommunvk,18801001,Örebro Norra
kommunvk,18801101,Örebro Norra
kommunvk,18801201,Örebro Norra
kommunvk,18801301,Örebro Norra
kommunvk,18801302,Örebro Norra
kommunvk,18801303,Örebro Norra
kommunvk,18801304,Örebro Norra
kommunvk,18801401,Örebro Södra
kommunvk,18801501,Örebro Södra
kommunvk,18801502,Örebro Södra
kommunvk,18801503,Örebro Södra
kommunvk,18801601,Örebro Södra
kommunvk,18801701,Örebro Södra
kommunvk,18801801,Örebro Södra
kommunvk,18802601,Örebro Norra
kommunvk,18802701,Örebro Norra
kommunvk,18802901,Örebro Norra
kommunvk,18803060,Örebro Norra
kommunvk,18803061,Örebro Norra
kommunvk,18803062,Örebro Norra
kommunvk,18803063,Örebro Norra
kommunvk,18803064,Örebro Norra
kommunvk,18803066,Örebro Norra
kommunvk,18803067,Örebro Norra
kommunvk,18803068,Örebro Norra
kommunvk,18803070,Örebro Norra
kommunvk,18803071,Örebro Norra
kommunvk,18803072,Örebro Norra
kommunvk,18803073,Örebro Norra
kommunvk,18803074,Örebro Norra
kommunvk,18803189,Örebro Södra
kommunvk,18803190,Örebro Södra
kommunvk,18803191,Örebro Södra
kommunvk,18803192,Örebro Södra
kommunvk,18803193,Örebro Södra
kommunvk,22810106,Sundsvalls  Första
kommunvk,22810107,Sundsvalls  Första
kommunvk,22810108,Sundsvalls  Första
kommunvk,22810109,Sundsvalls  Första
kommunvk,22810110,Sundsvalls  Första
kommunvk,22810111,Sundsvalls  Första
kommunvk,22810112,Sundsvalls  Första
kommunvk,22810113,Sundsvalls  Första
kommunvk,22810114,Sundsvalls  Första
kommunvk,22810115,Sundsvalls  Första
kommunvk,22810116,Sundsvalls  Första
kommunvk,22810118,Sundsvalls  Första
kommunvk,22810119,Sundsvalls  Första
kommunvk,22810201,Sundsvalls  Första
kommunvk,22810203,Sundsvalls  Första
kommunvk,22810204,Sundsvalls  Första
kommunvk,22810330,Sundsvalls  Första
kommunvk,22810331,Sundsvalls  Första
kommunvk,22810333,Sundsvalls  Första
kommunvk,22810334,Sundsvalls  Första
kommunvk,22810335,Sundsvalls  Första
kommunvk,22810336,Sundsvalls  Första
kommunvk,22810337,Sundsvalls  Första
kommunvk,22810338,Sundsvalls  Första
kommunvk,22810339,Sundsvalls  Första
kommunvk,22810340,Sundsvalls  Första
kommunvk,22810341,Sundsvalls  Första
kommunvk,22810420,Sundsvalls Andra
kommunvk,22810421,Sundsvalls Andra
kommunvk,22810422,Sundsvalls Andra
kommunvk,22810423,Sundsvalls Andra
kommunvk,22810424,Sundsvalls Andra
kommunvk,22810545,Sundsvalls Andra
kommunvk,22810624,Sundsvalls Andra
kommunvk,22810625,Sundsvalls Andra
kommunvk,22810626,Sundsvalls Andra
kommunvk,22810627,Sundsvalls Andra
kommunvk,22810628,Sundsvalls Andra
kommunvk,22810646,Sundsvalls Andra
kommunvk,22810647,Sundsvalls Andra
kommunvk,22810701,Sundsvalls Andra
kommunvk,22810702,Sundsvalls Andra
kommunvk,22810802,Sundsvalls Andra
kommunvk,22810803,Sundsvalls Andra
kommunvk,22810804,Sundsvalls Andra
kommunvk,22810805,Sundsvalls Andra
kommunvk,22810901,Sundsvalls Andra
kommunvk,22811002,Sundsvalls Andra
kommunvk,22811003,Sundsvalls Andra
kommunvk,22811004,Sundsvalls Andra
kommunvk,22811006,Sundsvalls Andra
kommunvk,22811007,Sundsvalls Andra
kommunvk,22811008,Sundsvalls Andra
kommunvk,22811009,Sundsvalls Andra
kommunvk,22811010,Sundsvalls Andra
kommunvk,22811103,Sundsvalls Andra
kommunvk,22811301,Sundsvalls Andra
kommunvk,22840101,Örnsköldsviks Norra
kommunvk,22840102,Örnsköldsviks Norra
kommunvk,22840103,Örnsköldsviks Norra
kommunvk,22840105,Örnsköldsviks Norra
kommunvk,22840106,Örnsköldsviks Norra
kommunvk,22840107,Örnsköldsviks Norra
kommunvk,22840108,Örnsköldsviks Norra
kommunvk,22840201,Örnsköldsviks Norra
kommunvk,22840202,Örnsköldsviks Norra
kommunvk,22840205,Örnsköldsviks Norra
kommunvk,22840206,Örnsköldsviks Norra
kommunvk,22840207,Örnsköldsviks Norra
kommunvk,22840208,Örnsköldsviks Norra
kommunvk,22840401,Örnsköldsviks Södra
kommunvk,22840402,Örnsköldsviks Södra
kommunvk,22840403,Örnsköldsviks Södra
kommunvk,22840501,Örnsköldsviks Södra
kommunvk,22840701,Örnsköldsviks Södra
kommunvk,22840702,Örnsköldsviks Södra
kommunvk,22840704,Örnsköldsviks Södra
kommunvk,22840801,Örnsköldsviks Södra
kommunvk,22840802,Örnsköldsviks Södra
kommunvk,22840803,Örnsköldsviks Södra
kommunvk,22840804,Örnsköldsviks Södra
kommunvk,22840806,Örnsköldsviks Södra
kommunvk,22840807,Örnsköldsviks Södra
kommunvk,22840809,Örnsköldsviks Södra
kommunvk,22840812,Örnsköldsviks Södra
kommunvk,22840813,Örnsköldsviks Södra
kommunvk,22840814,Örnsköldsviks Södra
kommunvk,22840815,Örnsköldsviks Södra
kommunvk,22840818,Örnsköldsviks Södra
kommunvk,22840901,Örnsköldsviks Södra
kommunvk,22841001,Örnsköldsviks Norra
kommunvk,22841002,Örnsköldsviks Norra
kommunvk,22841003,Örnsköldsviks Norra
kommunvk,22841101,Örnsköldsviks Norra
kommunvk,22841201,Örnsköldsviks Norra
kommunvk,22841202,Örnsköldsviks Norra
kommunvk,24800101,Umeå centrala
kommunvk,24800102,Umeå centrala
kommunvk,24800103,Umeå centrala
kommunvk,24800104,Umeå centrala
kommunvk,24800105,Umeå centrala
kommunvk,24800106,Umeå centrala
kommunvk,24800107,Umeå centrala
kommunvk,24800108,Umeå centrala
kommunvk,24800109,Umeå centrala
kommunvk,24800110,Umeå centrala
kommunvk,24800111,Umeå centrala
kommunvk,24800112,Umeå centrala
kommunvk,24800114,Umeå centrala
kommunvk,24800115,Umeå centrala
kommunvk,24800116,Umeå centrala
kommunvk,24800117,Umeå centrala
kommunvk,24800119,Umeå centrala
kommunvk,24800120,Umeå centrala
kommunvk,24800121,Umeå centrala
kommunvk,24800122,Umeå centrala
kommunvk,24800123,Umeå centrala
kommunvk,24800124,Umeå centrala
kommunvk,24800220,Umeå omland
kommunvk,24800221,Umeå omland
kommunvk,24800222,Umeå omland
kommunvk,24800223,Umeå omland
kommunvk,24800224,Umeå omland
kommunvk,24800225,Umeå omland
kommunvk,24800226,Umeå omland
kommunvk,24800227,Umeå omland
kommunvk,24800228,Umeå omland
kommunvk,24800330,Umeå omland
kommunvk,24800440,Umeå omland
kommunvk,24800441,Umeå omland
kommunvk,24800442,Umeå omland
kommunvk,24800443,Umeå omland
kommunvk,24800444,Umeå omland
kommunvk,24800445,Umeå omland
kommunvk,24800446,Umeå omland
kommunvk,24800447,Umeå omland
kommunvk,24800448,Umeå omland
kommunvk,24800449,Umeå omland
kommunvk,24800450,Umeå omland
kommunvk,24800535,Umeå centrala
kommunvk,24800536,Umeå centrala
kommunvk,24800538,Umeå centrala
kommunvk,24800549,Umeå centrala
kommunvk,24800550,Umeå centrala
kommunvk,24800551,Umeå centrala
kommunvk,24800552,Umeå centrala
kommunvk,24800553,Umeå centrala
kommunvk,24800554,Umeå centrala
kommunvk,24800555,Umeå centrala
kommunvk,24800556,Umeå centrala
kommunvk,24800557,Umeå centrala
kommunvk,24800660,Umeå omland
kommunvk,24800661,Umeå omland
kommunvk,24800662,Umeå omland
kommunvk,24800663,Umeå omland
kommunvk,24800770,Umeå omland
kommunvk,24800771,Umeå omland
kommunvk,24800772,Umeå omland
kommunvk,24800990,Umeå omland
kommunvk,24800991,Umeå omland
kommunvk,24800992,Umeå omland
kommunvk,24800993,Umeå omland
kommunvk,24801137,Umeå centrala
kommunvk,24801155,Umeå centrala
kommunvk,24801157,Umeå centrala
kommunvk,24801158,Umeå centrala
kommunvk,24801159,Umeå centrala
kommunvk,24801160,Umeå centrala
