niva,kod,namn,val,parti,andel
kommun,2506,,KF,V,8.52
kommun,2510,,KF,Framtid i Jokkmokks kommun,19.13
kommun,2510,,KF,L,1.18
kommun,2510,,KF,M,11.57
kommun,2510,,KF,MP,15.35
kommun,2510,,KF,S,28.49
kommun,2510,,KF,SD,7.99
kommun,2510,,KF,Samernas Väl,7.43
kommun,2510,,KF,V,7.82
kommun,2513,,KF,C,19.38
kommun,2513,,KF,M,6.95
kommun,2513,,KF,S,51.3
kommun,2513,,KF,SD,10.92
kommun,2513,,KF,V,9.4
kommun,2514,,KF,C,5.15
kommun,2514,,KF,Framtid i Kalix,2.85
kommun,2514,,KF,Kalixpartiet,1.23
kommun,2514,,KF,L,4.66
kommun,2514,,KF,M,21.97
kommun,2514,,KF,MP,3.62
kommun,2514,,KF,S,42.65
kommun,2514,,KF,SD,10.74
kommun,2514,,KF,Sjukvårdspartiet,1.59
kommun,2514,,KF,V,4.58
kommun,2518,,KF,C,27.72
kommun,2518,,KF,Framtid S Övertorneå,14.95
kommun,2518,,KF,KD,10.39
kommun,2518,,KF,M,1.29
kommun,2518,,KF,S,19.98
kommun,2518,,KF,Sjukvårdspartiet,16.16
kommun,2518,,KF,V,5.64
kommun,2518,,KF,Övertorneås Fria Alternativ,3.42
kommun,2521,,KF,C,5.04
kommun,2521,,KF,Framtid S,18.51
kommun,2521,,KF,KD,13.8
kommun,2521,,KF,M,6.78
kommun,2521,,KF,S,28.03
kommun,2521,,KF,SD,6.64
kommun,2521,,KF,Sjukvårdspartiet,3.4
kommun,2521,,KF,V,16.98
kommun,2523,,KF,M,30.18
kommun,2523,,KF,MP,13.28
kommun,2523,,KF,S,26.93
kommun,2523,,KF,SD,15.42
kommun,2523,,KF,Sjukvårdspartiet,2.09
kommun,2523,,KF,V,10.33
kommun,2560,,KF,C,14.26
kommun,2560,,KF,KD,5.0
kommun,2560,,KF,L,4.71
kommun,2560,,KF,M,19.6
kommun,2560,,KF,S,38.26
kommun,2560,,KF,SD,10.52
kommun,2560,,KF,V,6.88
kommun,2580,,KF,C,6.8
kommun,2580,,KF,KD,6.29
kommun,2580,,KF,L,5.25
kommun,2580,,KF,Landsbygdspartiet Oberoende,1.9
kommun,2580,,KF,M,15.64
kommun,2580,,KF,MP,3.17
kommun,2580,,KF,Rättvisepartiet Socialisterna,3.03
kommun,2580,,KF,S,37.43
kommun,2580,,KF,SD,9.95
kommun,2580,,KF,Sjukvårdspartiet,1.77
kommun,2580,,KF,V,8.51
kommun,2581,,KF,C,9.01
kommun,2581,,KF,KD,3.82
kommun,2581,,KF,L,1.94
kommun,2581,,KF,M,15.94
kommun,2581,,KF,MP,2.15
kommun,2581,,KF,S,42.27
kommun,2581,,KF,SD,9.58
kommun,2581,,KF,Sjukvårdspartiet,2.1
kommun,2581,,KF,Skol och Landsbygdspartiet,3.84
kommun,2581,,KF,V,8.97
kommun,2582,,KF,Aktiv samling - Bodenalternativet,5.81
kommun,2582,,KF,C,5.36
kommun,2582,,KF,KD,2.43
kommun,2582,,KF,L,1.72
kommun,2582,,KF,M,13.93
kommun,2582,,KF,MP,1.85
kommun,2582,,KF,S,48.17
kommun,2582,,KF,SD,13.08
kommun,2582,,KF,Sjukvårdspartiet,2.2
kommun,2582,,KF,V,5.21
kommun,2583,,KF,C,18.03
kommun,2583,,KF,KD,5.22
kommun,2583,,KF,M,11.64
kommun,2583,,KF,S,38.26
kommun,2583,,KF,SD,14.28
kommun,2583,,KF,Sjukvårdspartiet,7.64
kommun,2583,,KF,V,3.74
kommun,2584,,KF,C,9.71
kommun,2584,,KF,Feministiskt initiativ,3.56
kommun,2584,,KF,KD,11.55
kommun,2584,,KF,M,10.77
kommun,2584,,KF,S,40.69
kommun,2584,,KF,SD,5.38
kommun,2584,,KF,Sjukvårdspartiet,4.87
kommun,2584,,KF,Sámelistu/Samelistan Partipolitiskt obunden,4.77
kommun,2584,,KF,V,7.9
region,01,,RF,C,5.85
region,01,,RF,KD,6.61
region,01,,RF,L,6.02
region,01,,RF,M,20.18
region,01,,RF,MP,3.78
region,01,,RF,S,33.0
region,01,,RF,SD,10.72
region,01,,RF,V,11.58
region,03,,RF,C,7.25
region,03,,RF,KD,9.07
region,03,,RF,L,4.55
region,03,,RF,M,16.95
region,03,,RF,MP,4.38
region,03,,RF,S,29.75
region,03,,RF,SD,13.27
region,03,,RF,V,11.66
region,04,,RF,C,4.92
region,04,,RF,KD,5.69
region,04,,RF,L,2.83
region,04,,RF,M,17.83
region,04,,RF,MP,2.43
region,04,,RF,S,30.19
region,04,,RF,SD,16.7
region,04,,RF,V,6.15
region,04,,RF,Vård för Pengarna,12.19
region,05,,RF,C,6.1
region,05,,RF,KD,8.31
region,05,,RF,L,4.56
region,05,,RF,M,21.39
region,05,,RF,MP,3.18
region,05,,RF,S,31.32
region,05,,RF,SD,15.79
region,05,,RF,V,8.32
region,06,,RF,Bevara akutsjukhusen,9.28
region,06,,RF,C,6.96
region,06,,RF,KD,12.04
region,06,,RF,L,3.28
region,06,,RF,M,16.53
region,06,,RF,MP,2.3
region,06,,RF,S,26.24
region,06,,RF,SD,16.74
region,06,,RF,V,5.33
region,07,,RF,C,6.76
region,07,,RF,KD,8.28
region,07,,RF,L,4.25
region,07,,RF,M,21.6
region,07,,RF,MP,2.09
region,07,,RF,S,33.07
region,07,,RF,SD,15.58
region,07,,RF,V,7.59
region,08,,RF,C,8.1
region,08,,RF,KD,11.08
region,08,,RF,L,2.82
region,08,,RF,M,17.61
region,08,,RF,MP,2.14
region,08,,RF,S,34.11
region,08,,RF,SD,16.89
region,08,,RF,V,6.46
region,10,,RF,C,5.68
region,10,,RF,KD,7.07
region,10,,RF,L,2.92
region,10,,RF,M,18.12
region,10,,RF,MP,2.22
region,10,,RF,S,33.74
region,10,,RF,SD,23.85
region,10,,RF,V,5.49
region,12,,RF,C,4.67
region,12,,RF,KD,5.83
region,12,,RF,L,5.23
region,12,,RF,M,21.79
region,12,,RF,MP,3.66
region,12,,RF,S,29.15
region,12,,RF,SD,19.94
region,12,,RF,V,7.58
region,13,,RF,C,8.86
region,13,,RF,KD,8.31
region,13,,RF,L,4.93
region,13,,RF,M,23.23
region,13,,RF,MP,2.65
region,13,,RF,S,28.75
region,13,,RF,SD,16.57
region,13,,RF,V,5.12
region,14,,RF,C,5.94
region,14,,RF,Demokraterna,2.11
region,14,,RF,KD,7.93
region,14,,RF,L,4.78
region,14,,RF,M,18.44
region,14,,RF,MP,3.56
region,14,,RF,S,29.45
region,14,,RF,SD,15.43
region,14,,RF,V,10.04
region,17,,RF,C,6.49
region,17,,RF,KD,7.75
region,17,,RF,L,3.74
region,17,,RF,M,15.92
region,17,,RF,MP,2.64
region,17,,RF,S,36.88
region,17,,RF,SD,15.68
region,17,,RF,Sjukvårdspartiet i Värmland,4.12
region,17,,RF,V,5.85
region,18,,RF,C,6.43
region,18,,RF,KD,6.58
region,18,,RF,L,4.73
region,18,,RF,M,18.47
region,18,,RF,MP,2.95
region,18,,RF,S,32.06
region,18,,RF,SD,14.65
region,18,,RF,V,7.86
region,18,,RF,Örebropartiet,4.46
region,19,,RF,C,5.74
region,19,,RF,KD,7.0
region,19,,RF,L,4.91
region,19,,RF,M,20.41
region,19,,RF,MP,2.05
region,19,,RF,S,32.92
region,19,,RF,SD,18.07
region,19,,RF,V,8.21
region,20,,RF,C,8.1
region,20,,RF,Dalarnas Sjukvårdsparti,5.28
region,20,,RF,KD,7.36
region,20,,RF,L,2.64
region,20,,RF,M,18.55
region,20,,RF,MP,2.47
region,20,,RF,S,32.82
region,20,,RF,SD,15.62
region,20,,RF,V,6.43
region,21,,RF,C,7.48
region,21,,RF,KD,6.2
region,21,,RF,L,2.86
region,21,,RF,M,17.19
region,21,,RF,MP,2.53
region,21,,RF,S,31.98
region,21,,RF,SD,18.66
region,21,,RF,Sjukvårdspartiet Gävleborg,4.8
region,21,,RF,V,7.91
region,22,,RF,C,7.8
region,22,,RF,KD,5.69
region,22,,RF,L,2.19
region,22,,RF,M,12.91
region,22,,RF,MP,1.66
region,22,,RF,S,32.87
region,22,,RF,SD,11.78
region,22,,RF,Sjukvårdspartiet - Västernorrland,18.53
region,22,,RF,V,6.36
region,23,,RF,C,12.62
region,23,,RF,KD,8.76
region,23,,RF,L,2.53
region,23,,RF,M,15.57
region,23,,RF,MP,3.23
region,23,,RF,S,36.95
region,23,,RF,SD,12.45
region,23,,RF,V,7.21
region,24,,RF,C,8.63
region,24,,RF,KD,7.06
region,24,,RF,L,4.38
region,24,,RF,M,16.89
region,24,,RF,MP,3.79
region,24,,RF,S,37.12
region,24,,RF,SD,8.89
region,24,,RF,V,11.87
region,25,,RF,C,5.86
region,25,,RF,KD,5.16
region,25,,RF,L,2.29
region,25,,RF,M,13.63
region,25,,RF,MP,2.46
region,25,,RF,S,41.61
region,25,,RF,SD,11.29
region,25,,RF,Sjukvårdspartiet,8.22
region,25,,RF,V,9.11
riket,00,Riket,RD,C,6.71
riket,00,Riket,RD,KD,5.34
riket,00,Riket,RD,L,4.61
riket,00,Riket,RD,M,19.1
riket,00,Riket,RD,MP,5.08
riket,00,Riket,RD,S,30.33
riket,00,Riket,RD,SD,20.54
riket,00,Riket,RD,V,6.75
valkrets,Blekinge län,Blekinge län,RD,C,4.84
valkrets,Blekinge län,Blekinge län,RD,KD,5.54
valkrets,Blekinge län,Blekinge län,RD,L,3.51
valkrets,Blekinge län,Blekinge län,RD,M,17.86
valkrets,Blekinge län,Blekinge län,RD,MP,2.91
valkrets,Blekinge län,Blekinge län,RD,S,31.14
valkrets,Blekinge län,Blekinge län,RD,SD,28.53
valkrets,Blekinge län,Blekinge län,RD,V,4.44
valkrets,Dalarnas län,Dalarnas län,RD,C,6.5
valkrets,Dalarnas län,Dalarnas län,RD,KD,6.02
valkrets,Dalarnas län,Dalarnas län,RD,L,3.1
valkrets,Dalarnas län,Dalarnas län,RD,M,16.43
valkrets,Dalarnas län,Dalarnas län,RD,MP,3.8
valkrets,Dalarnas län,Dalarnas län,RD,S,31.66
valkrets,Dalarnas län,Dalarnas län,RD,SD,25.69
valkrets,Dalarnas län,Dalarnas län,RD,V,5.33
valkrets,Gotlands län,Gotlands län,RD,C,11.72
valkrets,Gotlands län,Gotlands län,RD,KD,3.97
valkrets,Gotlands län,Gotlands län,RD,L,2.82
valkrets,Gotlands län,Gotlands län,RD,M,16.81
valkrets,Gotlands län,Gotlands län,RD,MP,6.47
valkrets,Gotlands län,Gotlands län,RD,S,34.64
valkrets,Gotlands län,Gotlands län,RD,SD,15.69
valkrets,Gotlands län,Gotlands län,RD,V,6.37
valkrets,Gävleborgs län,Gävleborgs län,RD,C,6.25
valkrets,Gävleborgs län,Gävleborgs län,RD,KD,5.1
valkrets,Gävleborgs län,Gävleborgs län,RD,L,2.99
valkrets,Gävleborgs län,Gävleborgs län,RD,M,16.24
valkrets,Gävleborgs län,Gävleborgs län,RD,MP,3.45
valkrets,Gävleborgs län,Gävleborgs län,RD,S,34.73
valkrets,Gävleborgs län,Gävleborgs län,RD,SD,24.09
valkrets,Gävleborgs län,Gävleborgs län,RD,V,5.91
valkrets,Göteborgs kommun,Göteborgs kommun,RD,C,5.86
valkrets,Göteborgs kommun,Göteborgs kommun,RD,KD,4.37
valkrets,Göteborgs kommun,Göteborgs kommun,RD,L,5.85
valkrets,Göteborgs kommun,Göteborgs kommun,RD,M,18.48
valkrets,Göteborgs kommun,Göteborgs kommun,RD,MP,7.92
valkrets,Göteborgs kommun,Göteborgs kommun,RD,Partiet Nyans,1.14
valkrets,Göteborgs kommun,Göteborgs kommun,RD,S,27.65
valkrets,Göteborgs kommun,Göteborgs kommun,RD,SD,14.66
valkrets,Göteborgs kommun,Göteborgs kommun,RD,V,12.85
valkrets,Hallands län,Hallands län,RD,C,7.03
valkrets,Hallands län,Hallands län,RD,KD,6.01
valkrets,Hallands län,Hallands län,RD,L,4.84
valkrets,Hallands län,Hallands län,RD,M,22.47
valkrets,Hallands län,Hallands län,RD,MP,3.59
valkrets,Hallands län,Hallands län,RD,S,28.27
valkrets,Hallands län,Hallands län,RD,SD,22.58
valkrets,Hallands län,Hallands län,RD,V,4.04
valkrets,Jämtlands län,Jämtlands län,RD,C,9.14
valkrets,Jämtlands län,Jämtlands län,RD,KD,5.38
valkrets,Jämtlands län,Jämtlands län,RD,L,2.64
valkrets,Jämtlands län,Jämtlands län,RD,M,14.79
valkrets,Jämtlands län,Jämtlands län,RD,MP,5.02
valkrets,Jämtlands län,Jämtlands län,RD,S,36.07
valkrets,Jämtlands län,Jämtlands län,RD,SD,20.11
valkrets,Jämtlands län,Jämtlands län,RD,V,5.59
valkrets,Jönköpings län,Jönköpings län,RD,C,7.45
valkrets,Jönköpings län,Jönköpings län,RD,KD,9.31
valkrets,Jönköpings län,Jönköpings län,RD,L,3.7
valkrets,Jönköpings län,Jönköpings län,RD,M,18.73
valkrets,Jönköpings län,Jönköpings län,RD,MP,3.22
valkrets,Jönköpings län,Jönköpings län,RD,S,29.05
valkrets,Jönköpings län,Jönköpings län,RD,SD,23.28
valkrets,Jönköpings län,Jönköpings län,RD,V,3.96
valkrets,Kalmar län,Kalmar län,RD,C,6.53
valkrets,Kalmar län,Kalmar län,RD,KD,6.96
valkrets,Kalmar län,Kalmar län,RD,L,3.18
valkrets,Kalmar län,Kalmar län,RD,M,17.78
valkrets,Kalmar län,Kalmar län,RD,MP,3.37
valkrets,Kalmar län,Kalmar län,RD,S,31.74
valkrets,Kalmar län,Kalmar län,RD,SD,24.5
valkrets,Kalmar län,Kalmar län,RD,V,4.64
valkrets,Kronobergs län,Kronobergs län,RD,C,6.05
valkrets,Kronobergs län,Kronobergs län,RD,KD,6.76
valkrets,Kronobergs län,Kronobergs län,RD,L,3.12
valkrets,Kronobergs län,Kronobergs län,RD,M,19.51
valkrets,Kronobergs län,Kronobergs län,RD,MP,3.47
valkrets,Kronobergs län,Kronobergs län,RD,S,30.97
valkrets,Kronobergs län,Kronobergs län,RD,SD,23.61
valkrets,Kronobergs län,Kronobergs län,RD,V,5.03
valkrets,Malmö kommun,Malmö kommun,RD,C,5.49
valkrets,Malmö kommun,Malmö kommun,RD,KD,3.0
valkrets,Malmö kommun,Malmö kommun,RD,L,4.53
valkrets,Malmö kommun,Malmö kommun,RD,M,17.87
valkrets,Malmö kommun,Malmö kommun,RD,MP,7.49
valkrets,Malmö kommun,Malmö kommun,RD,Partiet Nyans,2.1
valkrets,Malmö kommun,Malmö kommun,RD,S,29.57
valkrets,Malmö kommun,Malmö kommun,RD,SD,16.37
valkrets,Malmö kommun,Malmö kommun,RD,V,12.49
valkrets,Norrbottens län,Norrbottens län,RD,C,5.29
valkrets,Norrbottens län,Norrbottens län,RD,KD,5.12
valkrets,Norrbottens län,Norrbottens län,RD,L,2.54
valkrets,Norrbottens län,Norrbottens län,RD,M,13.57
valkrets,Norrbottens län,Norrbottens län,RD,MP,3.44
valkrets,Norrbottens län,Norrbottens län,RD,S,41.64
valkrets,Norrbottens län,Norrbottens län,RD,SD,20.3
valkrets,Norrbottens län,Norrbottens län,RD,V,6.98
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,C,4.95
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,KD,6.15
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,L,3.76
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,M,19.51
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,MP,2.96
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,S,25.2
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,SD,32.19
valkrets,Skåne läns norra och östra,Skåne läns norra och östra,RD,V,3.94
valkrets,Skåne läns södra,Skåne läns södra,RD,C,6.62
valkrets,Skåne läns södra,Skåne läns södra,RD,KD,4.76
valkrets,Skåne läns södra,Skåne läns södra,RD,L,6.15
valkrets,Skåne läns södra,Skåne läns södra,RD,M,22.06
valkrets,Skåne läns södra,Skåne läns södra,RD,MP,5.55
valkrets,Skåne läns södra,Skåne läns södra,RD,S,25.35
valkrets,Skåne läns södra,Skåne läns södra,RD,SD,23.35
valkrets,Skåne läns södra,Skåne läns södra,RD,V,4.96
valkrets,Skåne läns västra,Skåne läns västra,RD,C,4.97
valkrets,Skåne läns västra,Skåne läns västra,RD,KD,4.72
valkrets,Skåne läns västra,Skåne läns västra,RD,L,4.48
valkrets,Skåne läns västra,Skåne läns västra,RD,M,19.82
valkrets,Skåne läns västra,Skåne läns västra,RD,MP,3.54
valkrets,Skåne läns västra,Skåne läns västra,RD,S,27.34
valkrets,Skåne läns västra,Skåne läns västra,RD,SD,28.75
valkrets,Skåne läns västra,Skåne läns västra,RD,V,4.61
valkrets,Stockholms kommun,Stockholms kommun,RD,C,8.48
valkrets,Stockholms kommun,Stockholms kommun,RD,KD,3.17
valkrets,Stockholms kommun,Stockholms kommun,RD,L,6.87
valkrets,Stockholms kommun,Stockholms kommun,RD,M,19.07
valkrets,Stockholms kommun,Stockholms kommun,RD,MP,10.02
valkrets,Stockholms kommun,Stockholms kommun,RD,S,28.07
valkrets,Stockholms kommun,Stockholms kommun,RD,SD,10.67
valkrets,Stockholms kommun,Stockholms kommun,RD,V,11.73
valkrets,Stockholms län,Stockholms län,RD,C,7.39
valkrets,Stockholms län,Stockholms län,RD,KD,4.89
valkrets,Stockholms län,Stockholms län,RD,L,5.95
valkrets,Stockholms län,Stockholms län,RD,M,24.01
valkrets,Stockholms län,Stockholms län,RD,MP,5.14
valkrets,Stockholms län,Stockholms län,RD,S,27.12
valkrets,Stockholms län,Stockholms län,RD,SD,17.55
valkrets,Stockholms län,Stockholms län,RD,V,6.28
valkrets,Södermanlands län,Södermanlands län,RD,C,5.94
valkrets,Södermanlands län,Södermanlands län,RD,KD,4.74
valkrets,Södermanlands län,Södermanlands län,RD,L,3.59
valkrets,Södermanlands län,Södermanlands län,RD,M,19.21
valkrets,Södermanlands län,Södermanlands län,RD,MP,4.01
valkrets,Södermanlands län,Södermanlands län,RD,S,32.93
valkrets,Södermanlands län,Södermanlands län,RD,SD,23.01
valkrets,Södermanlands län,Södermanlands län,RD,V,5.2
valkrets,Uppsala län,Uppsala län,RD,C,7.25
valkrets,Uppsala län,Uppsala län,RD,KD,5.93
valkrets,Uppsala län,Uppsala län,RD,L,5.01
valkrets,Uppsala län,Uppsala län,RD,M,18.26
valkrets,Uppsala län,Uppsala län,RD,MP,6.73
valkrets,Uppsala län,Uppsala län,RD,S,29.13
valkrets,Uppsala län,Uppsala län,RD,SD,18.18
valkrets,Uppsala län,Uppsala län,RD,V,7.85
valkrets,Värmlands län,Värmlands län,RD,C,6.34
valkrets,Värmlands län,Värmlands län,RD,KD,5.81
valkrets,Värmlands län,Värmlands län,RD,L,3.71
valkrets,Värmlands län,Värmlands län,RD,M,17.05
valkrets,Värmlands län,Värmlands län,RD,MP,3.64
valkrets,Värmlands län,Värmlands län,RD,S,34.59
valkrets,Värmlands län,Värmlands län,RD,SD,22.8
valkrets,Värmlands län,Värmlands län,RD,V,5.01
valkrets,Västerbottens län,Västerbottens län,RD,C,7.79
valkrets,Västerbottens län,Västerbottens län,RD,KD,4.71
valkrets,Västerbottens län,Västerbottens län,RD,L,3.12
valkrets,Västerbottens län,Västerbottens län,RD,M,14.15
valkrets,Västerbottens län,Västerbottens län,RD,MP,5.44
valkrets,Västerbottens län,Västerbottens län,RD,S,40.73
valkrets,Västerbottens län,Västerbottens län,RD,SD,14.46
valkrets,Västerbottens län,Västerbottens län,RD,V,8.5
valkrets,Västernorrlands län,Västernorrlands län,RD,C,7.45
valkrets,Västernorrlands län,Västernorrlands län,RD,KD,5.41
valkrets,Västernorrlands län,Västernorrlands län,RD,L,2.74
valkrets,Västernorrlands län,Västernorrlands län,RD,M,13.97
valkrets,Västernorrlands län,Västernorrlands län,RD,MP,3.43
valkrets,Västernorrlands län,Västernorrlands län,RD,S,39.42
valkrets,Västernorrlands län,Västernorrlands län,RD,SD,20.68
valkrets,Västernorrlands län,Västernorrlands län,RD,V,5.75
valkrets,Västmanlands län,Västmanlands län,RD,C,5.4
valkrets,Västmanlands län,Västmanlands län,RD,KD,5.01
valkrets,Västmanlands län,Västmanlands län,RD,L,4.16
valkrets,Västmanlands län,Västmanlands län,RD,M,19.13
valkrets,Västmanlands län,Västmanlands län,RD,MP,3.2
valkrets,Västmanlands län,Västmanlands län,RD,S,32.0
valkrets,Västmanlands län,Västmanlands län,RD,SD,23.67
valkrets,Västmanlands län,Västmanlands län,RD,V,6.13
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,C,5.72
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,KD,6.17
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,L,3.63
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,M,17.53
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,MP,3.64
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,S,31.28
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,SD,25.43
valkrets,Västra Götalands läns norra,Västra Götalands läns norra,RD,V,5.16
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,C,7.09
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,KD,6.96
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,L,3.84
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,M,18.92
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,MP,3.56
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,S,29.14
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,SD,23.59
valkrets,Västra Götalands läns södra,Västra Götalands läns södra,RD,V,5.34
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,C,6.41
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,KD,6.28
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,L,5.43
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,M,20.46
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,MP,5.18
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,S,28.03
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,SD,21.2
valkrets,Västra Götalands läns västra,Västra Götalands läns västra,RD,V,5.68
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,C,6.61
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,KD,6.96
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,L,3.35
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,M,18.58
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,MP,3.26
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,S,31.4
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,SD,24.12
valkrets,Västra Götalands läns östra,Västra Götalands läns östra,RD,V,4.45
valkrets,Örebro län,Örebro län,RD,C,6.26
valkrets,Örebro län,Örebro län,RD,KD,5.34
valkrets,Örebro län,Örebro län,RD,L,4.55
valkrets,Örebro län,Örebro län,RD,M,16.74
valkrets,Örebro län,Örebro län,RD,MP,4.05
valkrets,Örebro län,Örebro län,RD,S,33.25
valkrets,Örebro län,Örebro län,RD,SD,22.09
valkrets,Örebro län,Örebro län,RD,V,6.11
valkrets,Östergötlands län,Östergötlands län,RD,C,6.48
valkrets,Östergötlands län,Östergötlands län,RD,KD,5.97
valkrets,Östergötlands län,Östergötlands län,RD,L,4.41
valkrets,Östergötlands län,Östergötlands län,RD,M,19.83
valkrets,Östergötlands län,Östergötlands län,RD,MP,4.63
valkrets,Östergötlands län,Östergötlands län,RD,S,30.55
valkrets,Östergötlands län,Östergötlands län,RD,SD,21.2
valkrets,Östergötlands län,Östergötlands län,RD,V,5.62
