niva,kod,namn,val,parti,andel
kommun,1060,,KF,KD,4.61
kommun,1060,,KF,M,11.3
kommun,1060,,KF,S,38.0
kommun,1060,,KF,SD,26.51
kommun,1060,,KF,V,5.02
kommun,1080,,KF,C,5.84
kommun,1080,,KF,KD,7.34
kommun,1080,,KF,L,3.68
kommun,1080,,KF,M,20.5
kommun,1080,,KF,MP,2.78
kommun,1080,,KF,S,32.62
kommun,1080,,KF,SD,21.26
kommun,1080,,KF,V,5.67
kommun,1081,,KF,C,6.17
kommun,1081,,KF,KD,3.65
kommun,1081,,KF,L,4.81
kommun,1081,,KF,M,17.21
kommun,1081,,KF,MP,2.19
kommun,1081,,KF,Ronnebypartiet,2.58
kommun,1081,,KF,S,30.78
kommun,1081,,KF,SD,26.32
kommun,1081,,KF,V,5.04
kommun,1082,,KF,C,7.78
kommun,1082,,KF,KD,3.9
kommun,1082,,KF,L,3.09
kommun,1082,,KF,M,25.24
kommun,1082,,KF,MP,4.39
kommun,1082,,KF,Medborgerlig Samling,3.27
kommun,1082,,KF,S,25.07
kommun,1082,,KF,SD,21.58
kommun,1082,,KF,V,5.46
kommun,1083,,KF,C,2.95
kommun,1083,,KF,KD,3.31
kommun,1083,,KF,L,1.65
kommun,1083,,KF,M,15.07
kommun,1083,,KF,Medborgerlig Samling,1.21
kommun,1083,,KF,S,28.62
kommun,1083,,KF,SD,38.87
kommun,1083,,KF,SoL-partiet Sölvesborg och Lister,2.4
kommun,1083,,KF,V,5.06
kommun,1214,,KF,C,12.15
kommun,1214,,KF,KD,4.87
kommun,1214,,KF,L,4.36
kommun,1214,,KF,M,12.12
kommun,1214,,KF,MP,1.35
kommun,1214,,KF,S,23.01
kommun,1214,,KF,SD,35.41
kommun,1214,,KF,V,5.66
kommun,1230,,KF,C,4.35
kommun,1230,,KF,KD,2.42
kommun,1230,,KF,L,6.11
kommun,1230,,KF,M,44.38
kommun,1230,,KF,MP,3.41
kommun,1230,,KF,S,25.54
kommun,1230,,KF,SD,10.26
kommun,1230,,KF,V,2.97
kommun,1231,,KF,C,5.23
kommun,1231,,KF,KD,1.75
kommun,1231,,KF,L,4.5
kommun,1231,,KF,M,20.41
kommun,1231,,KF,MP,3.68
kommun,1231,,KF,Partiet Nyans,1.02
kommun,1231,,KF,S,32.79
kommun,1231,,KF,SD,21.57
kommun,1231,,KF,V,7.66
kommun,1233,,KF,C,5.83
kommun,1233,,KF,KD,5.44
kommun,1233,,KF,L,16.96
kommun,1233,,KF,M,42.18
kommun,1233,,KF,MP,3.89
kommun,1233,,KF,S,8.51
kommun,1233,,KF,SD,15.63
kommun,1256,,KF,C,3.99
kommun,1256,,KF,KD,3.6
kommun,1256,,KF,M,46.42
kommun,1256,,KF,Mitt Göinge,2.0
kommun,1256,,KF,S,19.32
kommun,1256,,KF,SD,20.2
kommun,1256,,KF,V,2.78
kommun,1257,,KF,C,8.09
kommun,1257,,KF,KD,13.06
kommun,1257,,KF,L,1.36
kommun,1257,,KF,M,18.35
kommun,1257,,KF,MP,1.96
kommun,1257,,KF,S,20.15
kommun,1257,,KF,SD,34.99
kommun,1257,,KF,V,1.22
kommun,1260,,KF,C,3.48
kommun,1260,,KF,KD,3.82
kommun,1260,,KF,L,1.61
kommun,1260,,KF,M,14.7
kommun,1260,,KF,S,31.52
kommun,1260,,KF,SD,38.92
kommun,1260,,KF,V,3.56
kommun,1261,,KF,C,6.36
kommun,1261,,KF,KD,2.98
kommun,1261,,KF,L,5.53
kommun,1261,,KF,Löddebygden,5.26
kommun,1261,,KF,M,32.06
kommun,1261,,KF,MP,3.61
kommun,1261,,KF,S,22.85
kommun,1261,,KF,SD,18.88
kommun,1261,,KF,V,2.29
kommun,1262,,KF,C,3.76
kommun,1262,,KF,Fokus Bjärred,11.59
kommun,1262,,KF,KD,2.72
kommun,1262,,KF,L,6.31
kommun,1262,,KF,M,41.35
kommun,1262,,KF,MP,3.47
kommun,1262,,KF,S,18.6
kommun,1262,,KF,SD,10.08
kommun,1262,,KF,V,1.79
kommun,1263,,KF,BARAPARTIET,3.37
kommun,1263,,KF,C,4.45
kommun,1263,,KF,KD,3.67
kommun,1263,,KF,L,2.16
kommun,1263,,KF,M,24.75
kommun,1263,,KF,MP,2.74
kommun,1263,,KF,S,22.99
kommun,1263,,KF,SD,27.17
kommun,1263,,KF,V,2.34
kommun,1263,,KF,Älska Svedala,5.85
kommun,1264,,KF,C,5.94
kommun,1264,,KF,KD,3.4
kommun,1264,,KF,Kommunens Väl,3.31
kommun,1264,,KF,L,3.15
kommun,1264,,KF,M,28.56
kommun,1264,,KF,S,23.65
kommun,1264,,KF,SD,24.26
kommun,1264,,KF,V,5.79
kommun,1265,,KF,C,6.17
kommun,1265,,KF,KD,9.5
kommun,1265,,KF,L,2.74
kommun,1265,,KF,M,23.06
kommun,1265,,KF,MP,2.35
kommun,1265,,KF,S,16.62
kommun,1265,,KF,SD,34.57
kommun,1265,,KF,V,4.12
kommun,1266,,KF,C,9.45
kommun,1266,,KF,KD,5.03
kommun,1266,,KF,L,6.51
kommun,1266,,KF,M,12.17
kommun,1266,,KF,MP,1.83
kommun,1266,,KF,S,17.73
kommun,1266,,KF,SD,39.32
kommun,1266,,KF,Sveriges Pensionärers Intresseparti,3.24
kommun,1266,,KF,V,3.75
kommun,1267,,KF,C,5.89
kommun,1267,,KF,KD,4.52
kommun,1267,,KF,L,4.14
kommun,1267,,KF,M,26.64
kommun,1267,,KF,MP,5.53
kommun,1267,,KF,Medborgerlig Samling,5.06
kommun,1267,,KF,S,18.95
kommun,1267,,KF,SD,21.87
kommun,1267,,KF,V,6.89
kommun,1270,,KF,C,13.44
kommun,1270,,KF,KD,3.18
kommun,1270,,KF,L,2.03
kommun,1270,,KF,M,20.89
kommun,1270,,KF,MP,2.94
kommun,1270,,KF,S,22.48
kommun,1270,,KF,SD,30.15
kommun,1270,,KF,V,4.5
kommun,1272,,KF,Alternativet,8.14
kommun,1272,,KF,C,2.15
kommun,1272,,KF,KD,3.49
kommun,1272,,KF,L,3.73
kommun,1272,,KF,M,20.71
kommun,1272,,KF,MP,1.44
kommun,1272,,KF,S,29.3
kommun,1272,,KF,SD,26.55
kommun,1272,,KF,V,4.13
kommun,1273,,KF,C,25.08
kommun,1273,,KF,KD,5.42
kommun,1273,,KF,L,1.34
kommun,1273,,KF,M,12.07
kommun,1273,,KF,S,25.77
kommun,1273,,KF,SD,26.18
kommun,1273,,KF,V,2.98
kommun,1275,,KF,C,6.93
kommun,1275,,KF,KD,2.6
kommun,1275,,KF,M,8.77
kommun,1275,,KF,MP,1.71
kommun,1275,,KF,Perstorps Framtid,13.69
kommun,1275,,KF,S,20.9
kommun,1275,,KF,SD,18.91
kommun,1275,,KF,V,3.92
kommun,1275,,KF,Vi i Perstorp,21.71
kommun,1276,,KF,C,5.72
kommun,1276,,KF,KD,5.71
kommun,1276,,KF,L,3.03
kommun,1276,,KF,M,16.56
kommun,1276,,KF,MP,1.89
kommun,1276,,KF,S,23.98
kommun,1276,,KF,SD,34.32
kommun,1276,,KF,V,3.14
kommun,1276,,KF,VÅR FRAMTID - KLIPPAN,4.76
kommun,1277,,KF,C,4.21
kommun,1277,,KF,KD,3.96
kommun,1277,,KF,L,3.65
kommun,1277,,KF,M,20.55
kommun,1277,,KF,Medborgerlig Samling,1.18
kommun,1277,,KF,S,29.52
kommun,1277,,KF,SD,32.29
kommun,1277,,KF,V,3.55
kommun,1278,,KF,Bjärepartiet,11.56
kommun,1278,,KF,C,8.14
kommun,1278,,KF,KD,3.3
kommun,1278,,KF,L,7.83
kommun,1278,,KF,M,32.13
kommun,1278,,KF,MP,3.95
kommun,1278,,KF,S,17.11
kommun,1278,,KF,SD,14.48
kommun,1278,,KF,V,1.19
kommun,1280,,KF,C,3.78
kommun,1280,,KF,KD,2.19
kommun,1280,,KF,L,4.86
kommun,1280,,KF,M,19.41
kommun,1280,,KF,MP,5.48
kommun,1280,,KF,Partiet Nyans,2.88
kommun,1280,,KF,S,30.7
kommun,1280,,KF,SD,14.94
kommun,1280,,KF,V,13.62
kommun,1281,,KF,C,5.21
kommun,1281,,KF,FörNyaLund,6.38
kommun,1281,,KF,KD,2.26
kommun,1281,,KF,L,17.45
kommun,1281,,KF,M,13.64
kommun,1281,,KF,MP,9.15
kommun,1281,,KF,S,24.04
kommun,1281,,KF,SD,8.65
kommun,1281,,KF,V,10.97
kommun,1282,,KF,C,1.81
kommun,1282,,KF,KD,1.21
kommun,1282,,KF,L,37.78
kommun,1282,,KF,M,7.05
kommun,1282,,KF,MP,3.22
kommun,1282,,KF,Partiet Nyans,2.49
kommun,1282,,KF,S,23.06
kommun,1282,,KF,SD,18.51
kommun,1282,,KF,V,4.33
kommun,1283,,KF,C,3.86
kommun,1283,,KF,KD,4.15
kommun,1283,,KF,L,5.06
kommun,1283,,KF,M,23.68
kommun,1283,,KF,MP,3.16
kommun,1283,,KF,Partiet Nyans,1.08
kommun,1283,,KF,S,31.2
kommun,1283,,KF,SD,21.47
kommun,1283,,KF,V,5.43
kommun,1284,,KF,C,6.04
kommun,1284,,KF,KD,4.13
kommun,1284,,KF,L,8.59
kommun,1284,,KF,M,36.42
kommun,1284,,KF,MP,6.29
kommun,1284,,KF,Medborgerlig Samling,1.22
kommun,1284,,KF,S,20.19
kommun,1284,,KF,SD,14.04
kommun,1284,,KF,V,2.69
kommun,1285,,KF,C,6.3
kommun,1285,,KF,KD,4.21
kommun,1285,,KF,L,3.66
kommun,1285,,KF,M,18.13
kommun,1285,,KF,MP,2.23
kommun,1285,,KF,S,29.67
kommun,1285,,KF,SD,29.26
kommun,1285,,KF,V,6.08
kommun,1286,,KF,C,6.09
kommun,1286,,KF,KD,4.61
kommun,1286,,KF,L,4.88
kommun,1286,,KF,M,25.08
kommun,1286,,KF,MP,3.04
kommun,1286,,KF,Medborgerlig Samling,1.22
kommun,1286,,KF,S,31.62
kommun,1286,,KF,SD,18.8
kommun,1286,,KF,V,4.12
kommun,1287,,KF,C,4.6
kommun,1287,,KF,KD,6.72
kommun,1287,,KF,L,3.67
kommun,1287,,KF,M,19.25
kommun,1287,,KF,MP,2.59
kommun,1287,,KF,S,23.68
kommun,1287,,KF,SD,22.39
kommun,1287,,KF,V,3.34
kommun,1287,,KF,Vårt Söderslätt,13.49
kommun,1290,,KF,C,4.5
kommun,1290,,KF,KD,4.9
kommun,1290,,KF,L,11.53
kommun,1290,,KF,M,20.6
kommun,1290,,KF,MP,1.64
kommun,1290,,KF,S,25.37
kommun,1290,,KF,SD,23.98
kommun,1290,,KF,V,5.37
kommun,1291,,KF,C,6.81
kommun,1291,,KF,KD,2.97
kommun,1291,,KF,Klimatinitiativ Simrishamn,2.38
kommun,1291,,KF,L,4.96
kommun,1291,,KF,M,26.94
kommun,1291,,KF,MP,4.52
kommun,1291,,KF,S,23.41
kommun,1291,,KF,SD,18.87
kommun,1291,,KF,V,5.06
kommun,1291,,KF,Österlenpartiet,3.45
kommun,1292,,KF,C,6.03
kommun,1292,,KF,EngelholmsPartiet,3.39
kommun,1292,,KF,KD,5.51
kommun,1292,,KF,L,2.97
kommun,1292,,KF,M,29.88
kommun,1292,,KF,MP,2.83
kommun,1292,,KF,S,27.52
kommun,1292,,KF,SD,18.48
kommun,1292,,KF,V,2.93
kommun,1293,,KF,C,5.7
kommun,1293,,KF,Folkets Väl,5.78
kommun,1293,,KF,KD,5.94
kommun,1293,,KF,L,4.25
kommun,1293,,KF,M,16.58
kommun,1293,,KF,MP,2.5
kommun,1293,,KF,S,22.67
kommun,1293,,KF,SD,29.89
kommun,1293,,KF,V,5.92
kommun,1315,,KF,C,14.66
kommun,1315,,KF,KD,4.4
kommun,1315,,KF,Kommunens Väl,3.88
kommun,1315,,KF,L,3.96
kommun,1315,,KF,M,10.9
kommun,1315,,KF,MP,1.38
kommun,1315,,KF,S,32.06
kommun,1315,,KF,SD,24.05
kommun,1315,,KF,V,4.4
kommun,1380,,KF,C,7.14
kommun,1380,,KF,Halmstads Lokala Parti,3.4
kommun,1380,,KF,Hjärta för Halmstad,5.76
kommun,1380,,KF,KD,6.75
kommun,1380,,KF,L,3.58
kommun,1380,,KF,M,18.18
kommun,1380,,KF,MP,3.12
kommun,1380,,KF,S,30.64
kommun,1380,,KF,SD,14.92
kommun,1380,,KF,V,5.92
kommun,1381,,KF,C,13.95
kommun,1381,,KF,KD,6.32
kommun,1381,,KF,L,4.84
kommun,1381,,KF,Laholmspartiet,3.02
kommun,1381,,KF,M,17.2
kommun,1381,,KF,MP,2.44
kommun,1381,,KF,Medborgerlig Samling,9.34
kommun,1381,,KF,S,19.4
kommun,1381,,KF,SD,19.72
kommun,1381,,KF,V,3.66
kommun,1382,,KF,C,15.98
kommun,1382,,KF,KD,4.8
kommun,1382,,KF,L,3.24
kommun,1382,,KF,M,18.33
kommun,1382,,KF,MP,2.77
kommun,1382,,KF,S,34.39
kommun,1382,,KF,SD,15.96
kommun,1382,,KF,V,4.31
kommun,1383,,KF,C,9.22
kommun,1383,,KF,KD,5.5
kommun,1383,,KF,L,5.79
kommun,1383,,KF,M,21.83
kommun,1383,,KF,MP,1.87
kommun,1383,,KF,S,30.51
kommun,1383,,KF,SD,13.85
kommun,1383,,KF,V,4.58
kommun,1383,,KF,Varbergspartiet,3.04
kommun,1383,,KF,tjugofyrasju,3.23
kommun,1384,,KF,C,9.0
kommun,1384,,KF,KD,5.8
kommun,1384,,KF,Kungsbackaborna,3.6
kommun,1384,,KF,L,6.64
kommun,1384,,KF,M,30.78
kommun,1384,,KF,MP,3.25
kommun,1384,,KF,S,19.38
kommun,1384,,KF,SD,16.33
kommun,1384,,KF,V,3.29
kommun,1401,,KF,C,5.9
kommun,1401,,KF,KD,3.41
kommun,1401,,KF,Kommunpartiet,2.65
kommun,1401,,KF,L,4.75
kommun,1401,,KF,M,23.17
kommun,1401,,KF,MP,5.48
kommun,1401,,KF,Medborgerlig Samling,1.02
kommun,1401,,KF,S,27.91
kommun,1401,,KF,SD,17.28
kommun,1401,,KF,Sportpartiet,3.2
kommun,1401,,KF,V,4.96
kommun,1402,,KF,C,6.8
kommun,1402,,KF,KD,5.55
kommun,1402,,KF,L,5.24
kommun,1402,,KF,M,27.34
kommun,1402,,KF,MP,6.66
kommun,1402,,KF,S,25.3
kommun,1402,,KF,SD,14.14
kommun,1402,,KF,V,8.51
kommun,1407,,KF,Brobyggarpartiet,3.24
kommun,1407,,KF,C,1.84
kommun,1407,,KF,KD,24.73
kommun,1407,,KF,L,6.18
kommun,1407,,KF,M,20.19
kommun,1407,,KF,MP,5.36
kommun,1407,,KF,S,21.0
kommun,1407,,KF,SD,12.74
kommun,1407,,KF,V,4.39
kommun,1415,,KF,C,5.71
kommun,1415,,KF,KD,5.52
kommun,1415,,KF,L,4.71
kommun,1415,,KF,M,24.23
kommun,1415,,KF,MP,3.05
kommun,1415,,KF,S,27.17
kommun,1415,,KF,SD,16.67
kommun,1415,,KF,Stenungsundspartiet,6.58
kommun,1415,,KF,V,5.27
kommun,1419,,KF,C,4.84
kommun,1419,,KF,KD,12.3
kommun,1419,,KF,L,11.38
kommun,1419,,KF,M,14.81
kommun,1419,,KF,MP,3.52
kommun,1419,,KF,S,24.74
kommun,1419,,KF,SD,11.21
kommun,1419,,KF,TJÖRNPARTIET,12.14
kommun,1419,,KF,V,4.41
kommun,1421,,KF,C,11.79
kommun,1421,,KF,Folkviljan Orust,5.92
kommun,1421,,KF,KD,5.56
kommun,1421,,KF,L,5.74
kommun,1421,,KF,M,18.33
kommun,1421,,KF,MP,5.05
kommun,1421,,KF,ORUST FRAMTID,1.31
kommun,1421,,KF,S,24.98
kommun,1421,,KF,SD,14.73
kommun,1421,,KF,V,6.03
kommun,1427,,KF,C,4.92
kommun,1427,,KF,Demokratiresan,17.31
kommun,1427,,KF,KD,3.8
kommun,1427,,KF,L,7.17
kommun,1427,,KF,M,25.45
kommun,1427,,KF,MP,2.44
kommun,1427,,KF,S,27.82
kommun,1427,,KF,SD,8.59
kommun,1427,,KF,V,2.36
kommun,1430,,KF,C,9.3
kommun,1430,,KF,KD,7.59
kommun,1430,,KF,L,2.01
kommun,1430,,KF,M,15.32
kommun,1430,,KF,MP,1.93
kommun,1430,,KF,Munkedals Framtid,1.44
kommun,1430,,KF,S,24.21
kommun,1430,,KF,SD,32.56
kommun,1430,,KF,V,5.38
kommun,1435,,KF,C,14.3
kommun,1435,,KF,KD,4.26
kommun,1435,,KF,L,4.61
kommun,1435,,KF,M,31.49
kommun,1435,,KF,MP,3.29
kommun,1435,,KF,S,22.91
kommun,1435,,KF,SD,13.73
kommun,1435,,KF,V,5.14
kommun,1438,,KF,C,22.28
kommun,1438,,KF,KD,9.93
kommun,1438,,KF,L,2.04
kommun,1438,,KF,M,23.49
kommun,1438,,KF,S,24.29
kommun,1438,,KF,SD,13.77
kommun,1438,,KF,V,3.36
kommun,1439,,KF,C,17.78
kommun,1439,,KF,KD,2.24
kommun,1439,,KF,L,5.12
kommun,1439,,KF,M,10.9
kommun,1439,,KF,S,26.49
kommun,1439,,KF,SD,34.75
kommun,1439,,KF,V,2.0
kommun,1440,,KF,C,5.22
kommun,1440,,KF,FRAMTID I ALE,4.5
kommun,1440,,KF,KD,5.22
kommun,1440,,KF,L,3.16
kommun,1440,,KF,M,20.53
kommun,1440,,KF,MP,2.56
kommun,1440,,KF,S,29.28
kommun,1440,,KF,SD,20.73
kommun,1440,,KF,V,7.72
kommun,1441,,KF,C,6.52
kommun,1441,,KF,KD,7.48
kommun,1441,,KF,L,7.76
kommun,1441,,KF,M,26.59
kommun,1441,,KF,MP,5.48
kommun,1441,,KF,S,23.9
kommun,1441,,KF,SD,14.65
kommun,1441,,KF,V,7.28
kommun,1442,,KF,C,17.2
kommun,1442,,KF,KD,13.17
kommun,1442,,KF,L,3.59
kommun,1442,,KF,M,16.33
kommun,1442,,KF,MP,3.91
kommun,1442,,KF,S,24.79
kommun,1442,,KF,SD,15.29
kommun,1442,,KF,V,4.36
kommun,1443,,KF,C,5.83
kommun,1443,,KF,Folkets Röst,11.52
kommun,1443,,KF,KD,6.0
kommun,1443,,KF,L,3.04
kommun,1443,,KF,M,18.5
kommun,1443,,KF,MP,3.64
kommun,1443,,KF,S,25.49
kommun,1443,,KF,SD,21.23
kommun,1443,,KF,V,4.47
kommun,1444,,KF,C,16.85
kommun,1444,,KF,KD,2.71
kommun,1444,,KF,L,3.94
kommun,1444,,KF,M,34.83
kommun,1444,,KF,MP,3.86
kommun,1444,,KF,S,19.13
kommun,1444,,KF,SD,16.78
kommun,1444,,KF,V,1.64
kommun,1445,,KF,C,6.85
kommun,1445,,KF,KD,2.46
kommun,1445,,KF,M,46.8
kommun,1445,,KF,MP,2.14
kommun,1445,,KF,S,20.81
kommun,1445,,KF,SD,16.34
kommun,1445,,KF,V,3.97
kommun,1446,,KF,C,15.21
kommun,1446,,KF,KD,7.64
kommun,1446,,KF,L,7.22
kommun,1446,,KF,M,21.85
kommun,1446,,KF,S,31.34
kommun,1446,,KF,SD,12.9
kommun,1446,,KF,V,3.08
kommun,1447,,KF,Alternativ för Sverige,1.19
kommun,1447,,KF,C,6.29
kommun,1447,,KF,Feministiskt initiativ,4.27
kommun,1447,,KF,KD,2.09
kommun,1447,,KF,L,3.49
kommun,1447,,KF,M,30.46
kommun,1447,,KF,MP,1.49
kommun,1447,,KF,S,31.98
kommun,1447,,KF,SD,14.08
kommun,1447,,KF,V,4.47
kommun,1452,,KF,C,20.85
kommun,1452,,KF,KD,5.87
kommun,1452,,KF,L,3.07
kommun,1452,,KF,M,16.54
kommun,1452,,KF,MP,2.87
kommun,1452,,KF,S,30.2
kommun,1452,,KF,SD,16.43
kommun,1452,,KF,V,3.89
kommun,1460,,KF,C,9.73
kommun,1460,,KF,KD,3.55
kommun,1460,,KF,L,2.74
kommun,1460,,KF,M,32.0
kommun,1460,,KF,MP,1.2
kommun,1460,,KF,S,31.7
kommun,1460,,KF,SD,14.58
kommun,1460,,KF,V,4.31
kommun,1461,,KF,C,16.13
kommun,1461,,KF,KD,5.73
kommun,1461,,KF,KommunPartiet Mellerud,5.25
kommun,1461,,KF,M,20.44
kommun,1461,,KF,MP,1.2
kommun,1461,,KF,S,24.35
kommun,1461,,KF,SD,21.83
kommun,1461,,KF,V,3.96
kommun,1462,,KF,C,16.32
kommun,1462,,KF,Edetlistan,4.05
kommun,1462,,KF,KD,3.65
kommun,1462,,KF,L,1.61
kommun,1462,,KF,M,12.53
kommun,1462,,KF,S,22.02
kommun,1462,,KF,SD,31.38
kommun,1462,,KF,V,7.25
kommun,1463,,KF,C,11.46
kommun,1463,,KF,KD,7.88
kommun,1463,,KF,L,2.79
kommun,1463,,KF,M,20.07
kommun,1463,,KF,MP,2.57
kommun,1463,,KF,S,29.43
kommun,1463,,KF,SD,18.59
kommun,1463,,KF,V,6.87
kommun,1465,,KF,C,9.72
kommun,1465,,KF,KD,5.86
kommun,1465,,KF,L,3.2
kommun,1465,,KF,Landsbygdspartiet Oberoende,10.73
kommun,1465,,KF,M,18.74
kommun,1465,,KF,MP,2.28
kommun,1465,,KF,S,24.61
kommun,1465,,KF,SD,20.89
kommun,1465,,KF,V,3.8
kommun,1466,,KF,C,19.04
kommun,1466,,KF,KD,8.0
kommun,1466,,KF,L,3.87
kommun,1466,,KF,M,18.09
kommun,1466,,KF,MP,1.92
kommun,1466,,KF,S,22.77
kommun,1466,,KF,SD,18.7
kommun,1466,,KF,V,7.27
kommun,1470,,KF,C,7.85
kommun,1470,,KF,Hela Vara kommuns bästa,10.2
kommun,1470,,KF,KD,2.56
kommun,1470,,KF,L,1.29
kommun,1470,,KF,M,31.75
kommun,1470,,KF,S,23.55
kommun,1470,,KF,SD,17.82
kommun,1470,,KF,V,4.05
kommun,1471,,KF,C,10.35
kommun,1471,,KF,Götenes framtid,14.56
kommun,1471,,KF,KD,5.82
kommun,1471,,KF,L,2.78
kommun,1471,,KF,M,13.21
kommun,1471,,KF,MP,2.3
kommun,1471,,KF,S,29.21
kommun,1471,,KF,SD,14.74
kommun,1471,,KF,V,6.94
kommun,1472,,KF,C,7.57
kommun,1472,,KF,KD,8.76
kommun,1472,,KF,L,7.08
kommun,1472,,KF,M,16.65
kommun,1472,,KF,MP,1.73
kommun,1472,,KF,S,31.37
kommun,1472,,KF,SD,23.02
kommun,1472,,KF,V,3.45
kommun,1473,,KF,C,13.21
kommun,1473,,KF,KD,1.78
kommun,1473,,KF,L,2.59
kommun,1473,,KF,M,27.82
kommun,1473,,KF,S,29.55
kommun,1473,,KF,SD,19.32
kommun,1473,,KF,V,4.72
kommun,1480,,KF,C,4.0
kommun,1480,,KF,Demokraterna,6.14
kommun,1480,,KF,KD,4.15
kommun,1480,,KF,L,5.54
kommun,1480,,KF,M,17.12
kommun,1480,,KF,MP,5.99
kommun,1480,,KF,Partiet Nyans,1.48
kommun,1480,,KF,S,26.44
kommun,1480,,KF,SD,10.75
kommun,1480,,KF,V,15.82
kommun,1481,,KF,C,7.08
kommun,1481,,KF,KD,5.64
kommun,1481,,KF,L,7.83
kommun,1481,,KF,M,21.83
kommun,1481,,KF,MP,5.73
kommun,1481,,KF,S,27.62
kommun,1481,,KF,SD,14.08
kommun,1481,,KF,V,8.78
kommun,1482,,KF,C,5.26
kommun,1482,,KF,KD,6.47
kommun,1482,,KF,L,6.26
kommun,1482,,KF,M,18.79
kommun,1482,,KF,MP,3.15
kommun,1482,,KF,S,28.05
kommun,1482,,KF,SD,18.27
kommun,1482,,KF,Utvecklingspartiet,7.13
kommun,1482,,KF,V,6.03
kommun,1484,,KF,C,4.28
kommun,1484,,KF,KD,1.18
kommun,1484,,KF,Kommunistiska Partiet,5.5
kommun,1484,,KF,L,5.97
kommun,1484,,KF,Lysekilspartiet,15.02
kommun,1484,,KF,M,16.83
kommun,1484,,KF,MP,4.31
kommun,1484,,KF,S,24.94
kommun,1484,,KF,SD,16.54
kommun,1484,,KF,V,5.09
kommun,1485,,KF,C,5.42
kommun,1485,,KF,KD,7.7
kommun,1485,,KF,L,3.31
kommun,1485,,KF,M,16.37
kommun,1485,,KF,MP,3.77
kommun,1485,,KF,S,27.54
kommun,1485,,KF,SD,17.85
kommun,1485,,KF,Uddevallapartiet,10.3
kommun,1485,,KF,V,7.05
kommun,1486,,KF,C,8.92
kommun,1486,,KF,Feministiskt initiativ,4.5
kommun,1486,,KF,KD,7.2
kommun,1486,,KF,L,8.26
kommun,1486,,KF,M,16.0
kommun,1486,,KF,MP,4.6
kommun,1486,,KF,S,27.52
kommun,1486,,KF,SD,17.6
kommun,1486,,KF,V,5.1
kommun,1487,,KF,C,7.32
kommun,1487,,KF,KD,5.72
kommun,1487,,KF,L,3.74
kommun,1487,,KF,M,17.25
kommun,1487,,KF,MP,2.57
kommun,1487,,KF,Medborgarpartiet,5.0
kommun,1487,,KF,S,29.33
kommun,1487,,KF,SD,20.0
kommun,1487,,KF,V,8.59
kommun,1488,,KF,C,5.61
kommun,1488,,KF,KD,3.87
kommun,1488,,KF,L,2.51
kommun,1488,,KF,M,27.38
kommun,1488,,KF,MP,2.63
kommun,1488,,KF,S,34.77
kommun,1488,,KF,SD,15.39
kommun,1488,,KF,V,7.06
kommun,1489,,KF,C,8.97
kommun,1489,,KF,KD,7.74
kommun,1489,,KF,L,7.42
kommun,1489,,KF,M,18.76
kommun,1489,,KF,MP,4.88
kommun,1489,,KF,S,27.05
kommun,1489,,KF,SD,14.3
kommun,1489,,KF,V,9.81
kommun,1490,,KF,C,5.95
kommun,1490,,KF,KD,8.96
kommun,1490,,KF,L,5.29
kommun,1490,,KF,M,19.51
kommun,1490,,KF,MP,3.15
kommun,1490,,KF,S,29.12
kommun,1490,,KF,SD,18.57
kommun,1490,,KF,V,8.09
kommun,1491,,KF,C,14.93
kommun,1491,,KF,KD,5.64
kommun,1491,,KF,L,3.91
kommun,1491,,KF,M,17.88
kommun,1491,,KF,MP,2.83
kommun,1491,,KF,Nya Ulricehamn,15.88
kommun,1491,,KF,S,18.21
kommun,1491,,KF,SD,15.45
kommun,1491,,KF,V,5.07
kommun,1492,,KF,C,10.77
kommun,1492,,KF,KD,6.54
kommun,1492,,KF,L,3.67
kommun,1492,,KF,M,23.07
kommun,1492,,KF,MP,4.64
kommun,1492,,KF,S,24.24
kommun,1492,,KF,SD,21.16
kommun,1492,,KF,V,5.21
kommun,1493,,KF,C,4.9
kommun,1493,,KF,KD,2.92
kommun,1493,,KF,L,1.59
kommun,1493,,KF,M,43.43
kommun,1493,,KF,MP,1.66
kommun,1493,,KF,S,28.45
kommun,1493,,KF,SD,9.96
kommun,1493,,KF,V,6.84
kommun,1494,,KF,C,8.21
kommun,1494,,KF,KD,7.89
kommun,1494,,KF,L,6.78
kommun,1494,,KF,M,20.13
kommun,1494,,KF,MP,3.15
kommun,1494,,KF,S,31.77
kommun,1494,,KF,SD,14.35
kommun,1494,,KF,V,7.5
kommun,1495,,KF,C,7.94
kommun,1495,,KF,KD,6.63
kommun,1495,,KF,L,2.42
kommun,1495,,KF,M,24.5
kommun,1495,,KF,MP,2.54
kommun,1495,,KF,S,30.01
kommun,1495,,KF,SD,19.63
kommun,1495,,KF,V,6.07
kommun,1496,,KF,C,6.53
kommun,1496,,KF,KD,5.33
kommun,1496,,KF,L,3.61
kommun,1496,,KF,M,20.79
kommun,1496,,KF,MP,2.65
kommun,1496,,KF,S,26.28
kommun,1496,,KF,SD,14.49
kommun,1496,,KF,Skövdepartiet,14.48
kommun,1496,,KF,V,5.49
kommun,1497,,KF,C,6.78
kommun,1497,,KF,KD,6.49
kommun,1497,,KF,L,3.94
kommun,1497,,KF,M,36.91
kommun,1497,,KF,S,24.53
kommun,1497,,KF,SD,15.33
kommun,1497,,KF,V,4.75
