kommunkod,valar,parti,andel
2418,1998,ÖVRIGA,4.0
2418,2002,ÖVRIGA,2.7
2418,2006,ÖVRIGA,39.3
2418,2010,ÖVRIGA,29.4
2418,2014,ÖVRIGA,28.2
2418,2018,ÖVRIGA,16.0
2418,2022,ÖVRIGA,16.1
2421,1973,M,11.4
2421,1976,M,11.1
2421,1979,M,12.5
2421,1982,M,14.0
2421,1985,M,13.9
2421,1988,M,12.3
2421,1991,M,14.4
2421,1994,M,11.8
2421,1998,M,13.3
2421,2002,M,11.4
2421,2006,M,13.2
2421,2010,M,11.9
2421,2014,M,7.2
2421,2018,M,6.1
2421,2022,M,9.5
2421,1973,C,18.4
2421,1976,C,21.5
2421,1979,C,16.9
2421,1982,C,14.5
2421,1985,C,10.3
2421,1988,C,10.1
2421,1991,C,12.2
2421,1994,C,15.6
2421,1998,C,14.7
2421,2002,C,17.5
2421,2006,C,13.0
2421,2010,C,19.4
2421,2014,C,30.9
2421,2018,C,31.3
2421,2022,C,12.6
2421,1973,L,18.0
2421,1976,L,16.8
2421,1979,L,17.0
2421,1982,L,11.1
2421,1985,L,14.7
2421,1988,L,13.8
2421,1991,L,11.4
2421,1994,L,7.3
2421,1998,L,7.4
2421,2002,L,10.2
2421,2006,L,8.9
2421,2010,L,8.1
2421,2014,L,5.7
2421,2018,L,6.0
2421,2022,L,8.6
2421,1973,KD,7.9
2421,1976,KD,7.7
2421,1979,KD,7.6
2421,1982,KD,8.1
2421,1985,KD,7.6
2421,1988,KD,9.3
2421,1991,KD,13.7
2421,1994,KD,6.9
2421,1998,KD,10.6
2421,2002,KD,9.2
2421,2006,KD,11.6
2421,2010,KD,7.9
2421,2014,KD,5.7
2421,2018,KD,5.9
2421,2022,KD,7.4
2421,1982,MP,2.9
2421,1985,MP,4.0
2421,1988,MP,5.5
2421,1991,MP,5.0
2421,1994,MP,10.7
2421,1998,MP,4.0
2421,2002,MP,0.9
2421,2006,MP,1.2
2421,2010,MP,0.8
2421,2014,MP,1.1
2421,2018,MP,0.7
2421,2022,MP,1.1
2421,1973,S,40.1
2421,1976,S,41.4
2421,1979,S,45.2
2421,1982,S,48.6
2421,1985,S,49.0
2421,1988,S,48.3
2421,1991,S,40.5
2421,1994,S,45.1
2421,1998,S,39.1
2421,2002,S,39.6
2421,2006,S,37.2
2421,2010,S,37.6
2421,2014,S,30.0
2421,2018,S,24.5
2421,2022,S,28.6
2421,1973,V,0.7
2421,1976,V,0.0
2421,1979,V,0.7
2421,1982,V,0.7
2421,1985,V,0.4
2421,1988,V,0.4
2421,1991,V,0.5
2421,1994,V,0.6
2421,1998,V,10.7
2421,2002,V,10.4
2421,2006,V,14.1
2421,2010,V,7.5
2421,2014,V,12.7
2421,2018,V,12.3
2421,2022,V,16.8
2421,2002,SD,0.6
2421,2006,SD,0.2
2421,2010,SD,0.9
2421,2014,SD,3.4
2421,2018,SD,9.2
2421,2022,SD,11.3
2421,1973,ÖVRIGA,3.3
2421,1976,ÖVRIGA,1.5
2421,1979,ÖVRIGA,0.1
2421,1985,ÖVRIGA,0.1
2421,1988,ÖVRIGA,0.3
2421,1991,ÖVRIGA,2.3
2421,1994,ÖVRIGA,2.0
2421,1998,ÖVRIGA,0.2
2421,2002,ÖVRIGA,0.1
2421,2006,ÖVRIGA,0.6
2421,2010,ÖVRIGA,5.9
2421,2014,ÖVRIGA,3.3
2421,2018,ÖVRIGA,4.0
2421,2022,ÖVRIGA,4.1
2422,1973,M,3.4
2422,1976,M,6.0
2422,1979,M,5.9
2422,1982,M,6.9
2422,1985,M,6.9
2422,1988,M,16.0
2422,1991,M,21.8
2422,1994,M,6.5
2422,1998,M,14.1
2422,2002,M,12.5
2422,2006,M,10.4
2422,2010,M,7.7
2422,2014,M,6.9
2422,2018,M,6.8
2422,2022,M,14.4
2422,1973,C,18.3
2422,1976,C,17.3
2422,1979,C,21.0
2422,1982,C,19.8
2422,1985,C,17.1
2422,1988,C,13.3
2422,1991,C,15.4
2422,1994,C,28.3
2422,1998,C,13.5
2422,2002,C,13.4
2422,2006,C,27.1
2422,2010,C,21.3
2422,2014,C,17.4
2422,2018,C,14.0
2422,2022,C,11.7
2422,1973,L,16.8
2422,1976,L,13.8
2422,1979,L,13.6
2422,1982,L,10.1
2422,1985,L,10.8
2422,1988,L,8.1
2422,1991,L,5.1
2422,1994,L,4.4
2422,1998,L,3.3
2422,2002,L,6.1
2422,2006,L,5.6
2422,2010,L,0.3
2422,2014,L,0.3
2422,2018,L,0.3
2422,2022,L,0.6
2422,1973,KD,9.8
2422,1976,KD,9.8
2422,1979,KD,10.0
2422,1982,KD,9.7
2422,1985,KD,10.2
2422,1988,KD,9.2
2422,1991,KD,9.6
2422,1994,KD,6.3
2422,1998,KD,7.9
2422,2002,KD,9.0
2422,2006,KD,8.4
2422,2010,KD,6.5
2422,2014,KD,6.2
2422,2018,KD,0.4
2422,2022,KD,1.4
2422,1982,MP,0.1
2422,1985,MP,0.3
2422,1988,MP,3.7
2422,1991,MP,3.5
2422,1994,MP,6.4
2422,1998,MP,10.7
2422,2002,MP,5.2
2422,2006,MP,2.0
2422,2010,MP,3.7
2422,2014,MP,1.0
2422,2018,MP,0.3
2422,2022,MP,0.3
2422,1973,S,37.8
2422,1976,S,36.9
2422,1979,S,40.4
2422,1982,S,43.9
2422,1985,S,42.1
2422,1988,S,43.9
2422,1991,S,42.3
2422,1994,S,46.8
2422,1998,S,48.6
2422,2002,S,43.8
2422,2006,S,31.7
2422,2010,S,37.9
2422,2014,S,35.7
2422,2018,S,38.2
2422,2022,S,35.5
2422,1973,V,3.5
2422,1976,V,3.3
2422,1979,V,0.4
2422,1982,V,0.4
2422,1985,V,3.4
2422,1988,V,2.2
2422,1991,V,1.9
2422,1994,V,0.6
2422,1998,V,1.8
2422,2002,V,9.7
2422,2006,V,14.3
2422,2010,V,21.4
2422,2014,V,26.2
2422,2018,V,36.5
2422,2022,V,35.9
2422,2002,SD,0.0
2422,2006,SD,0.4
2422,2010,SD,1.1
2422,2014,SD,6.4
2422,2018,SD,3.3
2422,2022,SD,0.0
2422,1973,ÖVRIGA,10.4
2422,1976,ÖVRIGA,12.9
2422,1979,ÖVRIGA,8.7
2422,1982,ÖVRIGA,9.1
2422,1985,ÖVRIGA,9.3
2422,1988,ÖVRIGA,3.6
2422,1991,ÖVRIGA,0.4
2422,1994,ÖVRIGA,0.8
2422,1998,ÖVRIGA,0.2
2422,2002,ÖVRIGA,0.4
2422,2006,ÖVRIGA,0.1
2422,2010,ÖVRIGA,0.1
2422,2014,ÖVRIGA,0.1
2422,2018,ÖVRIGA,0.3
2422,2022,ÖVRIGA,0.2
2425,1979,M,4.3
2425,1982,M,5.1
2425,1985,M,5.6
2425,1988,M,5.2
2425,1991,M,6.7
2425,1994,M,3.4
2425,1998,M,2.2
2425,2002,M,0.2
2425,2006,M,0.6
2425,2010,M,0.9
2425,2014,M,0.9
2425,2018,M,0.7
2425,2022,M,0.7
2425,1979,C,19.5
2425,1982,C,16.0
2425,1985,C,19.0
2425,1988,C,19.9
2425,1991,C,19.2
2425,1994,C,8.6
2425,1998,C,4.7
2425,2002,C,6.4
2425,2006,C,5.3
2425,2010,C,5.6
2425,2014,C,10.6
2425,2018,C,18.2
2425,2022,C,14.5
2425,1979,L,16.4
2425,1982,L,11.2
2425,1985,L,11.1
2425,1988,L,8.9
2425,1991,L,8.2
2425,1994,L,3.4
2425,1998,L,6.5
2425,2002,L,10.7
2425,2006,L,17.1
2425,2010,L,11.9
2425,2014,L,16.4
2425,2018,L,16.3
2425,2022,L,17.4
2425,1979,KD,0.1
2425,1982,KD,0.9
2425,1985,KD,0.3
2425,1988,KD,0.1
2425,1991,KD,1.8
2425,1994,KD,0.3
2425,1998,KD,0.3
2425,2002,KD,0.2
2425,2006,KD,0.3
2425,2010,KD,4.2
2425,2014,KD,3.2
2425,2018,KD,2.8
2425,2022,KD,3.1
2425,1982,MP,0.2
2425,1985,MP,0.5
2425,1988,MP,1.3
2425,1991,MP,0.5
2425,1994,MP,0.4
2425,1998,MP,0.3
2425,2002,MP,0.4
2425,2006,MP,0.1
2425,2010,MP,0.3
2425,2014,MP,1.8
2425,2018,MP,0.4
2425,2022,MP,0.7
2425,1979,S,55.0
2425,1982,S,62.2
2425,1985,S,56.2
2425,1988,S,52.6
2425,1991,S,49.2
2425,1994,S,50.2
2425,1998,S,37.0
2425,2002,S,40.7
2425,2006,S,40.4
2425,2010,S,48.2
2425,2014,S,22.4
2425,2018,S,32.3
2425,2022,S,36.0
2425,1979,V,4.8
2425,1982,V,4.4
2425,1985,V,7.2
2425,1988,V,11.8
2425,1991,V,13.8
2425,1994,V,4.2
2425,1998,V,5.5
2425,2002,V,5.2
2425,2006,V,4.5
2425,2010,V,5.6
2425,2014,V,4.7
2425,2018,V,4.9
2425,2022,V,5.5
2425,2002,SD,0.0
2425,2006,SD,0.3
2425,2010,SD,0.5
2425,2014,SD,0.7
2425,2018,SD,5.6
2425,2022,SD,22.0
2425,1991,ÖVRIGA,0.6
2425,1994,ÖVRIGA,29.5
2425,1998,ÖVRIGA,43.4
2425,2002,ÖVRIGA,36.2
2425,2006,ÖVRIGA,31.3
2425,2010,ÖVRIGA,22.8
2425,2014,ÖVRIGA,39.2
2425,2018,ÖVRIGA,18.9
2425,2022,ÖVRIGA,0.1
2460,1973,M,9.9
2460,1976,M,9.8
2460,1979,M,10.9
2460,1982,M,10.7
2460,1985,M,10.0
2460,1988,M,7.9
2460,1991,M,10.3
2460,1994,M,8.9
2460,1998,M,8.7
2460,2002,M,5.9
2460,2006,M,8.7
2460,2010,M,13.0
2460,2014,M,8.5
2460,2018,M,9.4
2460,2022,M,14.7
2460,1973,C,29.7
2460,1976,C,29.7
2460,1979,C,27.2
2460,1982,C,26.9
2460,1985,C,23.6
2460,1988,C,23.1
2460,1991,C,21.2
2460,1994,C,20.6
2460,1998,C,18.0
2460,2002,C,22.7
2460,2006,C,22.2
2460,2010,C,17.5
2460,2014,C,22.7
2460,2018,C,26.6
2460,2022,C,17.2
2460,1973,L,14.1
2460,1976,L,13.0
2460,1979,L,13.0
2460,1982,L,5.2
2460,1985,L,10.0
2460,1988,L,10.0
2460,1991,L,9.0
2460,1994,L,6.4
2460,1998,L,5.8
2460,2002,L,7.8
2460,2006,L,6.2
2460,2010,L,5.9
2460,2014,L,3.6
2460,2018,L,3.0
2460,2022,L,1.7
2460,1973,KD,5.1
2460,1976,KD,4.5
2460,1979,KD,4.3
2460,1982,KD,4.2
2460,1985,KD,4.4
2460,1988,KD,5.7
2460,1991,KD,8.1
2460,1994,KD,4.9
2460,1998,KD,7.3
2460,2002,KD,6.7
2460,2006,KD,7.2
2460,2010,KD,5.4
2460,2014,KD,5.1
2460,2018,KD,5.8
2460,2022,KD,7.2
2460,1982,MP,0.2
2460,1985,MP,0.4
2460,1988,MP,1.6
2460,1991,MP,0.8
2460,1994,MP,2.8
2460,1998,MP,2.6
2460,2002,MP,0.9
2460,2006,MP,2.8
2460,2010,MP,4.6
2460,2014,MP,6.3
2460,2018,MP,4.1
2460,2022,MP,4.3
2460,1973,S,40.1
2460,1976,S,40.3
2460,1979,S,39.0
2460,1982,S,47.9
2460,1985,S,46.1
2460,1988,S,45.3
2460,1991,S,43.1
2460,1994,S,47.4
2460,1998,S,42.5
2460,2002,S,41.5
2460,2006,S,41.6
2460,2010,S,42.0
2460,2014,S,36.8
2460,2018,S,30.6
2460,2022,S,35.3
2460,1973,V,0.7
2460,1976,V,2.8
2460,1979,V,5.3
2460,1982,V,4.6
2460,1985,V,4.9
2460,1988,V,6.2
2460,1991,V,6.8
2460,1994,V,8.1
2460,1998,V,14.8
2460,2002,V,14.2
2460,2006,V,10.8
2460,2010,V,10.3
2460,2014,V,13.3
2460,2018,V,12.8
2460,2022,V,9.8
2460,2002,SD,0.0
2460,2006,SD,0.4
2460,2010,SD,1.2
2460,2014,SD,3.3
2460,2018,SD,7.2
2460,2022,SD,9.7
2460,1973,ÖVRIGA,0.4
2460,1976,ÖVRIGA,0.0
2460,1979,ÖVRIGA,0.3
2460,1982,ÖVRIGA,0.2
2460,1985,ÖVRIGA,0.5
2460,1988,ÖVRIGA,0.2
2460,1991,ÖVRIGA,0.6
2460,1994,ÖVRIGA,0.8
2460,1998,ÖVRIGA,0.3
2460,2002,ÖVRIGA,0.2
2460,2006,ÖVRIGA,0.1
2460,2010,ÖVRIGA,0.2
2460,2014,ÖVRIGA,0.4
2460,2018,ÖVRIGA,0.5
2460,2022,ÖVRIGA,0.2
2462,1973,M,5.1
2462,1976,M,4.1
2462,1979,M,4.3
2462,1982,M,5.8
2462,1985,M,5.9
2462,1988,M,5.0
2462,1991,M,5.3
2462,1994,M,4.5
2462,1998,M,6.0
2462,2002,M,2.1
2462,2006,M,5.0
2462,2010,M,4.7
2462,2014,M,5.3
2462,2018,M,3.1
2462,2022,M,9.2
2462,1973,C,20.6
2462,1976,C,20.2
2462,1979,C,17.7
2462,1982,C,16.4
2462,1985,C,15.4
2462,1988,C,14.6
2462,1991,C,16.8
2462,1994,C,12.7
2462,1998,C,11.0
2462,2002,C,17.9
2462,2006,C,18.7
2462,2010,C,12.3
2462,2014,C,19.7
2462,2018,C,29.2
2462,2022,C,11.0
2462,1973,L,13.8
2462,1976,L,13.4
2462,1979,L,13.6
2462,1982,L,9.7
2462,1985,L,11.6
2462,1988,L,12.1
2462,1991,L,14.7
2462,1994,L,12.2
2462,1998,L,11.8
2462,2002,L,14.7
2462,2006,L,10.8
2462,2010,L,5.0
2462,2014,L,2.0
2462,2018,L,0.3
2462,2022,L,0.4
2462,1973,KD,6.0
2462,1976,KD,5.7
2462,1979,KD,5.8
2462,1982,KD,6.4
2462,1985,KD,5.9
2462,1988,KD,6.6
2462,1991,KD,8.7
2462,1994,KD,6.2
2462,1998,KD,8.9
2462,2002,KD,12.9
2462,2006,KD,14.7
2462,2010,KD,7.9
2462,2014,KD,10.2
2462,2018,KD,11.0
2462,2022,KD,22.4
2462,1982,MP,0.2
2462,1985,MP,2.0
2462,1988,MP,4.5
2462,1991,MP,3.6
2462,1994,MP,4.3
2462,1998,MP,0.8
2462,2002,MP,0.4
2462,2006,MP,0.7
2462,2010,MP,0.6
2462,2014,MP,0.9
2462,2018,MP,0.3
2462,2022,MP,0.3
2462,1973,S,50.3
2462,1976,S,51.9
2462,1979,S,53.0
2462,1982,S,56.5
2462,1985,S,54.2
2462,1988,S,52.5
2462,1991,S,44.9
2462,1994,S,52.5
2462,1998,S,48.8
2462,2002,S,42.3
2462,2006,S,41.3
2462,2010,S,54.7
2462,2014,S,37.8
2462,2018,S,36.2
2462,2022,S,27.9
2462,1973,V,4.2
2462,1976,V,4.8
2462,1979,V,5.5
2462,1982,V,4.9
2462,1985,V,4.9
2462,1988,V,4.6
2462,1991,V,5.5
2462,1994,V,5.5
2462,1998,V,12.4
2462,2002,V,9.4
2462,2006,V,8.4
2462,2010,V,6.5
2462,2014,V,8.4
2462,2018,V,6.0
2462,2022,V,10.9
2462,2002,SD,0.0
2462,2006,SD,0.2
2462,2010,SD,1.1
2462,2014,SD,3.5
2462,2018,SD,5.1
2462,2022,SD,10.9
2462,1973,ÖVRIGA,0.1
2462,1979,ÖVRIGA,0.1
2462,1982,ÖVRIGA,0.0
2462,1985,ÖVRIGA,0.0
2462,1988,ÖVRIGA,0.2
2462,1991,ÖVRIGA,0.5
2462,1994,ÖVRIGA,2.0
2462,1998,ÖVRIGA,0.3
2462,2002,ÖVRIGA,0.3
2462,2006,ÖVRIGA,0.2
2462,2010,ÖVRIGA,7.1
2462,2014,ÖVRIGA,12.2
2462,2018,ÖVRIGA,8.9
2462,2022,ÖVRIGA,7.1
2463,1973,M,4.5
2463,1976,M,4.3
2463,1979,M,6.8
2463,1982,M,7.5
2463,1985,M,5.4
2463,1988,M,4.6
2463,1991,M,7.4
2463,1994,M,5.2
2463,1998,M,5.1
2463,2002,M,2.8
2463,2006,M,2.4
2463,2010,M,0.9
2463,2014,M,0.5
2463,2018,M,1.4
2463,2022,M,2.3
2463,1973,C,23.4
2463,1976,C,22.0
2463,1979,C,20.6
2463,1982,C,20.1
2463,1985,C,18.8
2463,1988,C,19.1
2463,1991,C,23.2
2463,1994,C,16.5
2463,1998,C,19.8
2463,2002,C,22.1
2463,2006,C,14.4
2463,2010,C,0.7
2463,2014,C,7.8
2463,2018,C,28.5
2463,2022,C,20.0
2463,1973,L,15.0
2463,1976,L,15.7
2463,1979,L,9.8
2463,1982,L,7.1
2463,1985,L,6.7
2463,1988,L,6.1
2463,1991,L,5.5
2463,1994,L,3.2
2463,1998,L,2.9
2463,2002,L,3.5
2463,2006,L,4.9
2463,2010,L,7.6
2463,2014,L,4.3
2463,2018,L,3.3
2463,2022,L,8.9
2463,1973,KD,2.8
2463,1976,KD,2.5
2463,1979,KD,3.8
2463,1982,KD,4.0
2463,1985,KD,8.1
2463,1988,KD,6.5
2463,1991,KD,8.5
2463,1994,KD,4.9
2463,1998,KD,6.4
2463,2002,KD,4.7
2463,2006,KD,7.6
2463,2010,KD,0.3
2463,2014,KD,0.8
2463,2018,KD,1.9
2463,2022,KD,0.9
2463,1982,MP,0.3
2463,1985,MP,0.2
2463,1988,MP,1.2
2463,1991,MP,0.6
2463,1994,MP,1.7
2463,1998,MP,0.6
2463,2002,MP,0.4
2463,2006,MP,0.3
2463,2010,MP,0.3
2463,2014,MP,0.4
2463,2018,MP,0.3
2463,2022,MP,0.2
2463,1973,S,50.9
2463,1976,S,52.5
2463,1979,S,56.1
2463,1982,S,57.3
2463,1985,S,57.9
2463,1988,S,61.8
2463,1991,S,53.6
2463,1994,S,52.7
2463,1998,S,41.7
2463,2002,S,42.2
2463,2006,S,47.0
2463,2010,S,49.9
2463,2014,S,26.2
2463,2018,S,37.6
2463,2022,S,41.3
2463,1973,V,3.2
2463,1976,V,3.0
2463,1979,V,2.9
2463,1982,V,3.7
2463,1985,V,3.0
2463,1988,V,0.6
2463,1991,V,0.7
2463,1994,V,0.5
2463,1998,V,1.1
2463,2002,V,8.1
2463,2006,V,4.9
2463,2010,V,4.6
2463,2014,V,6.0
2463,2018,V,6.8
2463,2022,V,6.8
2463,2002,SD,0.0
2463,2006,SD,0.7
2463,2010,SD,1.2
2463,2014,SD,2.2
2463,2018,SD,2.4
2463,2022,SD,0.0
2463,1973,ÖVRIGA,0.2
2463,1976,ÖVRIGA,0.0
2463,1979,ÖVRIGA,0.0
2463,1985,ÖVRIGA,0.0
2463,1988,ÖVRIGA,0.1
2463,1991,ÖVRIGA,0.5
2463,1994,ÖVRIGA,15.3
2463,1998,ÖVRIGA,22.5
2463,2002,ÖVRIGA,16.3
2463,2006,ÖVRIGA,17.9
2463,2010,ÖVRIGA,34.5
2463,2014,ÖVRIGA,51.9
2463,2018,ÖVRIGA,17.7
2463,2022,ÖVRIGA,19.6
2480,1973,M,9.3
2480,1976,M,9.2
2480,1979,M,11.9
2480,1982,M,14.6
2480,1985,M,13.5
2480,1988,M,10.9
2480,1991,M,13.0
2480,1994,M,11.7
2480,1998,M,15.2
2480,2002,M,8.6
2480,2006,M,13.3
2480,2010,M,18.3
2480,2014,M,16.3
2480,2018,M,17.3
2480,2022,M,17.6
2480,1973,C,26.5
2480,1976,C,25.9
2480,1979,C,18.9
2480,1982,C,17.8
2480,1985,C,13.0
2480,1988,C,12.7
2480,1991,C,16.3
2480,1994,C,12.5
2480,1998,C,7.8
2480,2002,C,11.0
2480,2006,C,10.0
2480,2010,C,6.3
2480,2014,C,5.9
2480,2018,C,10.0
2480,2022,C,7.9
2480,1973,L,12.0
2480,1976,L,12.1
2480,1979,L,12.9
2480,1982,L,7.5
2480,1985,L,15.0
2480,1988,L,12.9
2480,1991,L,10.9
2480,1994,L,7.8
2480,1998,L,6.2
2480,2002,L,11.5
2480,2006,L,9.0
2480,2010,L,8.3
2480,2014,L,6.1
2480,2018,L,5.8
2480,2022,L,3.8
2480,1973,KD,3.4
2480,1976,KD,3.1
2480,1979,KD,3.5
2480,1982,KD,3.7
2480,1985,KD,3.5
2480,1988,KD,4.3
2480,1991,KD,6.7
2480,1994,KD,3.7
2480,1998,KD,8.0
2480,2002,KD,7.0
2480,2006,KD,6.5
2480,2010,KD,4.7
2480,2014,KD,3.9
2480,2018,KD,3.8
2480,2022,KD,3.5
2480,1982,MP,2.3
2480,1985,MP,3.7
2480,1988,MP,7.0
2480,1991,MP,6.1
2480,1994,MP,9.1
2480,1998,MP,7.5
2480,2002,MP,5.6
2480,2006,MP,7.9
2480,2010,MP,8.1
2480,2014,MP,7.4
2480,2018,MP,5.4
2480,2022,MP,6.4
2480,1973,S,43.5
2480,1976,S,42.8
2480,1979,S,42.9
2480,1982,S,45.3
2480,1985,S,42.1
2480,1988,S,44.1
2480,1991,S,39.8
2480,1994,S,46.3
2480,1998,S,36.5
2480,2002,S,39.4
2480,2006,S,40.5
2480,2010,S,38.2
2480,2014,S,36.8
2480,2018,S,30.4
2480,2022,S,36.5
2480,1973,V,4.0
2480,1976,V,5.5
2480,1979,V,8.9
2480,1982,V,7.9
2480,1985,V,7.3
2480,1988,V,6.2
2480,1991,V,6.3
2480,1994,V,6.8
2480,1998,V,14.6
2480,2002,V,11.7
2480,2006,V,8.0
2480,2010,V,11.1
2480,2014,V,13.1
2480,2018,V,16.2
2480,2022,V,13.3
2480,2002,SD,0.2
2480,2006,SD,0.5
2480,2010,SD,1.5
2480,2014,SD,3.2
2480,2018,SD,5.3
2480,2022,SD,6.5
2480,1973,ÖVRIGA,1.3
2480,1976,ÖVRIGA,1.3
2480,1979,ÖVRIGA,1.1
2480,1982,ÖVRIGA,0.9
2480,1985,ÖVRIGA,1.8
2480,1988,ÖVRIGA,1.9
2480,1991,ÖVRIGA,0.8
2480,1994,ÖVRIGA,2.2
2480,1998,ÖVRIGA,4.2
2480,2002,ÖVRIGA,5.0
2480,2006,ÖVRIGA,4.3
2480,2010,ÖVRIGA,3.5
2480,2014,ÖVRIGA,7.4
2480,2018,ÖVRIGA,5.9
2480,2022,ÖVRIGA,4.6
2481,1973,M,7.3
2481,1976,M,7.1
2481,1979,M,7.2
2481,1982,M,9.3
2481,1985,M,8.5
2481,1988,M,9.6
2481,1991,M,10.3
2481,1994,M,8.8
2481,1998,M,9.7
2481,2002,M,8.0
2481,2006,M,13.3
2481,2010,M,17.5
2481,2014,M,18.7
2481,2018,M,18.7
2481,2022,M,13.7
2481,1973,C,16.2
2481,1976,C,16.6
2481,1979,C,13.9
2481,1982,C,12.2
2481,1985,C,9.6
2481,1988,C,8.7
2481,1991,C,8.4
2481,1994,C,6.3
2481,1998,C,4.4
2481,2002,C,7.5
2481,2006,C,8.2
2481,2010,C,4.3
2481,2014,C,4.8
2481,2018,C,6.0
2481,2022,C,4.2
2481,1973,L,17.2
2481,1976,L,15.1
2481,1979,L,15.4
2481,1982,L,11.4
2481,1985,L,15.7
2481,1988,L,13.1
2481,1991,L,12.8
2481,1994,L,11.1
2481,1998,L,12.9
2481,2002,L,13.7
2481,2006,L,9.3
2481,2010,L,8.7
2481,2014,L,8.7
2481,2018,L,7.7
2481,2022,L,4.2
2481,1973,KD,9.4
2481,1976,KD,9.1
2481,1979,KD,9.5
2481,1982,KD,9.9
2481,1985,KD,8.8
2481,1988,KD,9.9
2481,1991,KD,13.3
2481,1994,KD,9.0
2481,1998,KD,11.9
2481,2002,KD,11.9
2481,2006,KD,10.1
2481,2010,KD,8.8
2481,2014,KD,10.3
2481,2018,KD,17.6
2481,2022,KD,30.1
2481,1982,MP,0.2
2481,1985,MP,0.4
2481,1988,MP,0.9
2481,1991,MP,0.4
2481,1994,MP,1.2
2481,1998,MP,3.4
2481,2002,MP,2.0
2481,2006,MP,1.7
2481,2010,MP,2.6
2481,2014,MP,1.8
2481,2018,MP,1.1
2481,2022,MP,1.3
2481,1973,S,49.0
2481,1976,S,47.9
2481,1979,S,48.2
2481,1982,S,52.4
2481,1985,S,50.7
2481,1988,S,49.5
2481,1991,S,46.1
2481,1994,S,52.8
2481,1998,S,44.5
2481,2002,S,48.1
2481,2006,S,49.5
2481,2010,S,49.6
2481,2014,S,41.3
2481,2018,S,35.2
2481,2022,S,35.3
2481,1973,V,0.7
2481,1976,V,4.1
2481,1979,V,5.7
2481,1982,V,4.6
2481,1985,V,6.2
2481,1988,V,8.1
2481,1991,V,8.5
2481,1994,V,10.1
2481,1998,V,13.0
2481,2002,V,8.8
2481,2006,V,6.9
2481,2010,V,7.2
2481,2014,V,9.7
2481,2018,V,7.2
2481,2022,V,5.2
2481,2002,SD,0.0
2481,2006,SD,0.9
2481,2010,SD,1.3
2481,2014,SD,4.5
2481,2018,SD,6.0
2481,2022,SD,5.9
2481,1973,ÖVRIGA,0.2
2481,1976,ÖVRIGA,0.1
2481,1979,ÖVRIGA,0.1
2481,1982,ÖVRIGA,0.0
2481,1985,ÖVRIGA,0.1
2481,1988,ÖVRIGA,0.2
2481,1991,ÖVRIGA,0.3
2481,1994,ÖVRIGA,0.8
2481,1998,ÖVRIGA,0.2
2481,2002,ÖVRIGA,0.2
2481,2006,ÖVRIGA,0.1
2481,2010,ÖVRIGA,0.0
2481,2014,ÖVRIGA,0.2
2481,2018,ÖVRIGA,0.4
2481,2022,ÖVRIGA,0.1
2482,1973,M,7.7
2482,1976,M,8.9
2482,1979,M,9.7
2482,1982,M,10.6
2482,1985,M,9.2
2482,1988,M,6.8
2482,1991,M,8.5
2482,1994,M,7.9
2482,1998,M,7.5
2482,2002,M,5.5
2482,2006,M,7.1
2482,2010,M,9.0
2482,2014,M,9.9
2482,2018,M,14.2
2482,2022,M,17.1
2482,1973,C,24.2
2482,1976,C,23.5
2482,1979,C,20.7
2482,1982,C,18.9
2482,1985,C,15.7
2482,1988,C,15.7
2482,1991,C,16.3
2482,1994,C,11.4
2482,1998,C,7.8
2482,2002,C,9.8
2482,2006,C,9.4
2482,2010,C,7.8
2482,2014,C,8.0
2482,2018,C,10.3
2482,2022,C,8.9
2482,1973,L,11.2
2482,1976,L,10.2
2482,1979,L,10.3
2482,1982,L,7.0
2482,1985,L,12.7
2482,1988,L,11.0
2482,1991,L,9.7
2482,1994,L,8.1
2482,1998,L,11.5
2482,2002,L,15.2
2482,2006,L,12.0
2482,2010,L,11.9
2482,2014,L,7.7
2482,2018,L,6.6
2482,2022,L,3.0
2482,1973,KD,4.5
2482,1976,KD,4.3
2482,1979,KD,4.7
2482,1982,KD,4.7
2482,1985,KD,4.5
2482,1988,KD,5.9
2482,1991,KD,8.1
2482,1994,KD,4.9
2482,1998,KD,7.1
2482,2002,KD,7.5
2482,2006,KD,6.9
2482,2010,KD,5.2
2482,2014,KD,3.9
2482,2018,KD,3.7
2482,2022,KD,5.5
2482,1982,MP,0.6
2482,1985,MP,1.0
2482,1988,MP,2.9
2482,1991,MP,2.3
2482,1994,MP,4.7
2482,1998,MP,3.8
2482,2002,MP,2.6
2482,2006,MP,3.2
2482,2010,MP,4.7
2482,2014,MP,5.5
2482,2018,MP,3.5
2482,2022,MP,3.7
2482,1973,S,48.4
2482,1976,S,49.6
2482,1979,S,50.2
2482,1982,S,53.7
2482,1985,S,52.2
2482,1988,S,52.7
2482,1991,S,50.7
2482,1994,S,56.9
2482,1998,S,51.3
2482,2002,S,49.5
2482,2006,S,51.7
2482,2010,S,51.1
2482,2014,S,51.3
2482,2018,S,44.3
2482,2022,S,42.8
2482,1973,V,3.5
2482,1976,V,3.0
2482,1979,V,3.8
2482,1982,V,3.9
2482,1985,V,4.0
2482,1988,V,4.2
2482,1991,V,3.9
2482,1994,V,5.6
2482,1998,V,10.5
2482,2002,V,9.7
2482,2006,V,8.4
2482,2010,V,8.4
2482,2014,V,9.2
2482,2018,V,8.6
2482,2022,V,8.3
