niva,kod,year,val,party,share,roster
kommun,0513,2018,KF,S,22.7,6660
kommun,0513,2018,KF,MP,3.77,6660
kommun,0513,2018,KF,C,13.14,6660
kommun,0513,2018,KF,L,7.78,6660
kommun,0513,2018,KF,KD,7.0,6660
kommun,0513,2018,KF,M,15.75,6660
kommun,0513,2018,KF,SD,14.38,6660
kommun,0513,2018,RD,V,5.94,6664
kommun,0513,2018,RD,S,27.48,6664
kommun,0513,2018,RD,MP,3.75,6664
kommun,0513,2018,RD,C,12.18,6664
kommun,0513,2018,RD,L,3.57,6664
kommun,0513,2018,RD,KD,7.98,6664
kommun,0513,2018,RD,M,16.88,6664
kommun,0513,2018,RD,SD,20.6,6664
kommun,0513,2018,RF,V,7.21,6556
kommun,0513,2018,RF,S,26.71,6556
kommun,0513,2018,RF,MP,3.68,6556
kommun,0513,2018,RF,C,11.33,6556
kommun,0513,2018,RF,L,5.43,6556
kommun,0513,2018,RF,KD,10.17,6556
kommun,0513,2018,RF,M,17.57,6556
kommun,0513,2018,RF,SD,14.67,6556
kommun,0513,2022,KF,V,7.83,6663
kommun,0513,2022,KF,S,25.33,6663
kommun,0513,2022,KF,MP,2.88,6663
kommun,0513,2022,KF,C,8.96,6663
kommun,0513,2022,KF,L,2.76,6663
kommun,0513,2022,KF,KD,6.86,6663
kommun,0513,2022,KF,M,20.14,6663
kommun,0513,2022,KF,SD,16.75,6663
kommun,0513,2022,RD,V,3.92,6778
kommun,0513,2022,RD,S,29.68,6778
kommun,0513,2022,RD,MP,4.49,6778
kommun,0513,2022,RD,C,7.98,6778
kommun,0513,2022,RD,L,2.52,6778
kommun,0513,2022,RD,KD,8.17,6778
kommun,0513,2022,RD,M,16.47,6778
kommun,0513,2022,RD,SD,25.26,6778
kommun,0513,2022,RF,V,6.88,6559
kommun,0513,2022,RF,S,28.85,6559
kommun,0513,2022,RF,MP,3.31,6559
kommun,0513,2022,RF,C,8.55,6559
kommun,0513,2022,RF,L,2.64,6559
kommun,0513,2022,RF,KD,11.65,6559
kommun,0513,2022,RF,M,18.84,6559
kommun,0513,2022,RF,SD,18.62,6559
kommun,0560,2014,KF,V,1.93,3624
kommun,0560,2014,KF,S,51.96,3624
kommun,0560,2014,KF,MP,3.59,3624
kommun,0560,2014,KF,C,10.76,3624
kommun,0560,2014,KF,L,5.24,3624
kommun,0560,2014,KF,KD,3.73,3624
kommun,0560,2014,KF,M,17.6,3624
kommun,0560,2014,KF,SD,5.05,3624
kommun,0560,2014,RD,V,4.29,3687
kommun,0560,2014,RD,S,44.1,3687
kommun,0560,2014,RD,MP,4.23,3687
kommun,0560,2014,RD,C,8.27,3687
kommun,0560,2014,RD,L,2.74,3687
kommun,0560,2014,RD,KD,4.45,3687
kommun,0560,2014,RD,M,14.78,3687
kommun,0560,2014,RD,SD,15.62,3687
kommun,0560,2014,RF,V,4.59,3574
kommun,0560,2014,RF,S,48.8,3574
kommun,0560,2014,RF,MP,4.11,3574
kommun,0560,2014,RF,C,9.35,3574
kommun,0560,2014,RF,L,3.89,3574
kommun,0560,2014,RF,KD,4.87,3574
kommun,0560,2014,RF,M,14.72,3574
kommun,0560,2014,RF,SD,9.15,3574
kommun,0560,2018,KF,V,4.14,3696
kommun,0560,2018,KF,S,43.72,3696
kommun,0560,2018,KF,MP,1.11,3696
kommun,0560,2018,KF,C,14.99,3696
kommun,0560,2018,KF,L,1.62,3696
kommun,0560,2018,KF,KD,3.9,3696
kommun,0560,2018,KF,M,17.26,3696
kommun,0560,2018,KF,SD,12.74,3696
kommun,0560,2018,RD,V,4.94,3705
kommun,0560,2018,RD,S,37.68,3705
kommun,0560,2018,RD,MP,2.51,3705
kommun,0560,2018,RD,C,9.55,3705
kommun,0560,2018,RD,L,2.73,3705
kommun,0560,2018,RD,KD,5.78,3705
kommun,0560,2018,RD,M,15.03,3705
kommun,0560,2018,RD,SD,19.68,3705
kommun,0560,2018,RF,V,5.54,3647
kommun,0560,2018,RF,S,39.95,3647
kommun,0560,2018,RF,MP,2.11,3647
kommun,0560,2018,RF,C,10.64,3647
kommun,0560,2018,RF,L,3.62,3647
kommun,0560,2018,RF,KD,6.61,3647
kommun,0560,2018,RF,M,15.22,3647
kommun,0560,2018,RF,SD,15.08,3647
kommun,0560,2022,KF,V,2.41,3695
kommun,0560,2022,KF,S,39.59,3695
kommun,0560,2022,KF,MP,0.95,3695
kommun,0560,2022,KF,C,11.23,3695
kommun,0560,2022,KF,L,0.62,3695
kommun,0560,2022,KF,KD,5.58,3695
kommun,0560,2022,KF,M,20.49,3695
kommun,0560,2022,KF,SD,18.43,3695
kommun,0560,2022,RD,V,4.11,3749
kommun,0560,2022,RD,S,35.93,3749
kommun,0560,2022,RD,MP,2.61,3749
kommun,0560,2022,RD,C,5.92,3749
kommun,0560,2022,RD,L,2.48,3749
kommun,0560,2022,RD,KD,6.03,3749
kommun,0560,2022,RD,M,14.88,3749
kommun,0560,2022,RD,SD,26.65,3749
kommun,0560,2022,RF,V,5.54,3680
kommun,0560,2022,RF,S,37.47,3680
kommun,0560,2022,RF,MP,1.71,3680
kommun,0560,2022,RF,C,7.31,3680
kommun,0560,2022,RF,L,2.36,3680
kommun,0560,2022,RF,KD,8.8,3680
kommun,0560,2022,RF,M,16.6,3680
kommun,0560,2022,RF,SD,19.48,3680
kommun,0561,2014,KF,V,3.98,7732
kommun,0561,2014,KF,S,40.14,7732
kommun,0561,2014,KF,MP,4.91,7732
kommun,0561,2014,KF,C,9.01,7732
kommun,0561,2014,KF,L,2.29,7732
kommun,0561,2014,KF,KD,2.22,7732
kommun,0561,2014,KF,M,21.56,7732
kommun,0561,2014,KF,SD,15.58,7732
kommun,0561,2014,RD,V,3.86,7872
kommun,0561,2014,RD,S,39.75,7872
kommun,0561,2014,RD,MP,4.48,7872
kommun,0561,2014,RD,C,7.91,7872
kommun,0561,2014,RD,L,2.79,7872
kommun,0561,2014,RD,KD,3.81,7872
kommun,0561,2014,RD,M,18.37,7872
kommun,0561,2014,RD,SD,17.2,7872
kommun,0561,2014,RF,V,4.2,7686
kommun,0561,2014,RF,S,43.98,7686
kommun,0561,2014,RF,MP,4.5,7686
kommun,0561,2014,RF,C,8.05,7686
kommun,0561,2014,RF,L,3.19,7686
kommun,0561,2014,RF,KD,4.68,7686
kommun,0561,2014,RF,M,17.8,7686
kommun,0561,2014,RF,SD,12.82,7686
kommun,0561,2018,KF,V,5.1,7922
kommun,0561,2018,KF,S,32.44,7922
kommun,0561,2018,KF,MP,2.12,7922
kommun,0561,2018,KF,C,11.83,7922
kommun,0561,2018,KF,L,5.21,7922
kommun,0561,2018,KF,KD,2.85,7922
kommun,0561,2018,KF,M,21.09,7922
kommun,0561,2018,KF,SD,18.85,7922
kommun,0561,2018,RD,V,4.99,8013
kommun,0561,2018,RD,S,33.42,8013
kommun,0561,2018,RD,MP,2.87,8013
kommun,0561,2018,RD,C,9.71,8013
kommun,0561,2018,RD,L,4.04,8013
kommun,0561,2018,RD,KD,5.93,8013
kommun,0561,2018,RD,M,16.56,8013
kommun,0561,2018,RD,SD,21.28,8013
kommun,0561,2018,RF,V,5.57,7862
kommun,0561,2018,RF,S,35.33,7862
kommun,0561,2018,RF,MP,2.67,7862
kommun,0561,2018,RF,C,9.46,7862
kommun,0561,2018,RF,L,4.9,7862
kommun,0561,2018,RF,KD,5.99,7862
kommun,0561,2018,RF,M,18.25,7862
kommun,0561,2018,RF,SD,16.43,7862
kommun,0561,2022,KF,V,4.18,7723
kommun,0561,2022,KF,S,33.82,7723
kommun,0561,2022,KF,MP,2.64,7723
kommun,0561,2022,KF,C,8.39,7723
kommun,0561,2022,KF,L,2.68,7723
kommun,0561,2022,KF,KD,4.34,7723
kommun,0561,2022,KF,M,20.98,7723
kommun,0561,2022,KF,SD,22.76,7723
kommun,0561,2022,RD,V,3.66,7852
kommun,0561,2022,RD,S,34.82,7852
kommun,0561,2022,RD,MP,3.07,7852
kommun,0561,2022,RD,C,6.16,7852
kommun,0561,2022,RD,L,3.02,7852
kommun,0561,2022,RD,KD,6.3,7852
kommun,0561,2022,RD,M,16.24,7852
kommun,0561,2022,RD,SD,25.79,7852
kommun,0561,2022,RF,V,5.32,7683
kommun,0561,2022,RF,S,35.48,7683
kommun,0561,2022,RF,MP,2.16,7683
kommun,0561,2022,RF,C,6.64,7683
kommun,0561,2022,RF,L,3.03,7683
kommun,0561,2022,RF,KD,7.95,7683
kommun,0561,2022,RF,M,17.91,7683
kommun,0561,2022,RF,SD,21.06,7683
kommun,0562,2014,KF,V,8.45,13850
kommun,0562,2014,KF,S,43.62,13850
kommun,0562,2014,KF,MP,4.7,13850
kommun,0562,2014,KF,C,6.27,13850
kommun,0562,2014,KF,L,5.39,13850
kommun,0562,2014,KF,KD,3.94,13850
kommun,0562,2014,KF,M,16.61,13850
kommun,0562,2014,KF,SD,9.78,13850
kommun,0562,2014,RD,V,5.25,13971
kommun,0562,2014,RD,S,43.15,13971
kommun,0562,2014,RD,MP,4.6,13971
kommun,0562,2014,RD,C,5.11,13971
kommun,0562,2014,RD,L,3.3,13971
kommun,0562,2014,RD,KD,4.55,13971
kommun,0562,2014,RD,M,16.08,13971
kommun,0562,2014,RD,SD,15.36,13971
kommun,0562,2014,RF,V,7.26,13684
kommun,0562,2014,RF,S,46.05,13684
kommun,0562,2014,RF,MP,4.87,13684
kommun,0562,2014,RF,C,5.28,13684
kommun,0562,2014,RF,L,4.41,13684
kommun,0562,2014,RF,KD,5.26,13684
kommun,0562,2014,RF,M,15.85,13684
kommun,0562,2014,RF,SD,9.99,13684
kommun,0562,2018,KF,V,8.62,14354
kommun,0562,2018,KF,S,36.27,14354
kommun,0562,2018,KF,MP,3.14,14354
kommun,0562,2018,KF,C,7.61,14354
kommun,0562,2018,KF,L,5.01,14354
kommun,0562,2018,KF,KD,5.2,14354
kommun,0562,2018,KF,M,16.69,14354
kommun,0562,2018,KF,SD,16.72,14354
kommun,0562,2018,RD,V,7.43,14285
kommun,0562,2018,RD,S,36.67,14285
kommun,0562,2018,RD,MP,2.48,14285
kommun,0562,2018,RD,C,6.46,14285
kommun,0562,2018,RD,L,3.44,14285
kommun,0562,2018,RD,KD,6.27,14285
kommun,0562,2018,RD,M,15.13,14285
kommun,0562,2018,RD,SD,20.5,14285
kommun,0562,2018,RF,V,8.76,14252
kommun,0562,2018,RF,S,37.53,14252
kommun,0562,2018,RF,MP,2.45,14252
kommun,0562,2018,RF,C,6.62,14252
kommun,0562,2018,RF,L,4.42,14252
kommun,0562,2018,RF,KD,6.97,14252
kommun,0562,2018,RF,M,16.32,14252
kommun,0562,2018,RF,SD,16.11,14252
kommun,0562,2022,KF,V,8.42,13924
kommun,0562,2022,KF,S,34.12,13924
kommun,0562,2022,KF,MP,1.16,13924
kommun,0562,2022,KF,C,6.54,13924
kommun,0562,2022,KF,L,6.1,13924
kommun,0562,2022,KF,KD,5.42,13924
kommun,0562,2022,KF,M,15.53,13924
kommun,0562,2022,KF,SD,22.02,13924
kommun,0562,2022,RD,V,5.37,13999
kommun,0562,2022,RD,S,35.47,13999
kommun,0562,2022,RD,MP,2.86,13999
kommun,0562,2022,RD,C,4.81,13999
kommun,0562,2022,RD,L,3.16,13999
kommun,0562,2022,RD,KD,5.53,13999
kommun,0562,2022,RD,M,15.21,13999
kommun,0562,2022,RD,SD,26.12,13999
kommun,0562,2022,RF,V,7.96,13843
kommun,0562,2022,RF,S,35.26,13843
kommun,0562,2022,RF,MP,1.86,13843
kommun,0562,2022,RF,C,5.35,13843
kommun,0562,2022,RF,L,4.08,13843
kommun,0562,2022,RF,KD,7.59,13843
kommun,0562,2022,RF,M,15.75,13843
kommun,0562,2022,RF,SD,21.28,13843
kommun,0563,2014,KF,V,2.44,5319
kommun,0563,2014,KF,S,36.3,5319
kommun,0563,2014,KF,MP,3.14,5319
kommun,0563,2014,KF,C,14.76,5319
kommun,0563,2014,KF,L,2.24,5319
kommun,0563,2014,KF,KD,2.58,5319
kommun,0563,2014,KF,M,15.83,5319
kommun,0563,2014,KF,SD,9.78,5319
kommun,0563,2014,RD,V,3.68,5378
kommun,0563,2014,RD,S,35.33,5378
kommun,0563,2014,RD,MP,3.29,5378
kommun,0563,2014,RD,C,10.51,5378
kommun,0563,2014,RD,L,2.77,5378
kommun,0563,2014,RD,KD,3.53,5378
kommun,0563,2014,RD,M,19.99,5378
kommun,0563,2014,RD,SD,18.54,5378
kommun,0563,2014,RF,V,4.44,5206
kommun,0563,2014,RF,S,39.59,5206
kommun,0563,2014,RF,MP,3.52,5206
kommun,0563,2014,RF,C,12.26,5206
kommun,0563,2014,RF,L,3.36,5206
kommun,0563,2014,RF,KD,4.92,5206
kommun,0563,2014,RF,M,18.81,5206
kommun,0563,2014,RF,SD,11.1,5206
kommun,0563,2018,KF,V,4.35,5422
kommun,0563,2018,KF,S,29.49,5422
kommun,0563,2018,KF,MP,1.83,5422
kommun,0563,2018,KF,C,16.49,5422
kommun,0563,2018,KF,L,1.72,5422
kommun,0563,2018,KF,KD,3.98,5422
kommun,0563,2018,KF,M,19.68,5422
kommun,0563,2018,KF,SD,12.76,5422
kommun,0563,2018,RD,V,5.39,5379
kommun,0563,2018,RD,S,30.08,5379
kommun,0563,2018,RD,MP,2.03,5379
kommun,0563,2018,RD,C,10.6,5379
kommun,0563,2018,RD,L,2.7,5379
kommun,0563,2018,RD,KD,7.19,5379
kommun,0563,2018,RD,M,17.31,5379
kommun,0563,2018,RD,SD,23.28,5379
kommun,0563,2018,RF,V,5.91,5293
kommun,0563,2018,RF,S,31.46,5293
kommun,0563,2018,RF,MP,1.93,5293
kommun,0563,2018,RF,C,13.91,5293
kommun,0563,2018,RF,L,3.44,5293
kommun,0563,2018,RF,KD,7.29,5293
kommun,0563,2018,RF,M,18.86,5293
kommun,0563,2018,RF,SD,15.42,5293
kommun,0563,2022,KF,V,4.95,5256
kommun,0563,2022,KF,S,27.42,5256
kommun,0563,2022,KF,MP,0.84,5256
kommun,0563,2022,KF,C,11.43,5256
kommun,0563,2022,KF,L,1.08,5256
kommun,0563,2022,KF,KD,5.02,5256
kommun,0563,2022,KF,M,20.64,5256
kommun,0563,2022,KF,SD,15.41,5256
kommun,0563,2022,RD,V,4.12,5285
kommun,0563,2022,RD,S,29.82,5285
kommun,0563,2022,RD,MP,2.04,5285
kommun,0563,2022,RD,C,6.41,5285
kommun,0563,2022,RD,L,2.67,5285
kommun,0563,2022,RD,KD,7.34,5285
kommun,0563,2022,RD,M,17.09,5285
kommun,0563,2022,RD,SD,29.2,5285
kommun,0563,2022,RF,V,5.78,5158
kommun,0563,2022,RF,S,30.88,5158
kommun,0563,2022,RF,MP,1.14,5158
kommun,0563,2022,RF,C,8.36,5158
kommun,0563,2022,RF,L,2.71,5158
kommun,0563,2022,RF,KD,10.8,5158
kommun,0563,2022,RF,M,20.36,5158
kommun,0563,2022,RF,SD,19.27,5158
kommun,0580,2014,KF,V,4.76,99745
kommun,0580,2014,KF,S,32.28,99745
kommun,0580,2014,KF,MP,8.64,99745
kommun,0580,2014,KF,C,7.03,99745
kommun,0580,2014,KF,L,7.29,99745
kommun,0580,2014,KF,KD,4.76,99745
kommun,0580,2014,KF,M,24.17,99745
kommun,0580,2014,KF,SD,8.21,99745
kommun,0580,2014,RD,V,4.69,100372
kommun,0580,2014,RD,S,29.1,100372
kommun,0580,2014,RD,MP,8.24,100372
kommun,0580,2014,RD,C,6.13,100372
kommun,0580,2014,RD,L,6.96,100372
kommun,0580,2014,RD,KD,5.77,100372
kommun,0580,2014,RD,M,24.19,100372
kommun,0580,2014,RD,SD,11.17,100372
kommun,0580,2014,RF,V,5.82,99012
kommun,0580,2014,RF,S,33.88,99012
kommun,0580,2014,RF,MP,8.19,99012
kommun,0580,2014,RF,C,5.59,99012
kommun,0580,2014,RF,L,7.69,99012
kommun,0580,2014,RF,KD,6.36,99012
kommun,0580,2014,RF,M,23.29,99012
kommun,0580,2014,RF,SD,7.66,99012
kommun,0580,2018,KF,V,6.11,105679
kommun,0580,2018,KF,S,27.57,105679
kommun,0580,2018,KF,MP,6.53,105679
kommun,0580,2018,KF,C,9.33,105679
kommun,0580,2018,KF,L,8.95,105679
kommun,0580,2018,KF,KD,7.48,105679
kommun,0580,2018,KF,M,21.81,105679
kommun,0580,2018,KF,SD,10.53,105679
kommun,0580,2018,RD,V,6.43,105664
kommun,0580,2018,RD,S,27.55,105664
kommun,0580,2018,RD,MP,5.64,105664
kommun,0580,2018,RD,C,9.65,105664
kommun,0580,2018,RD,L,7.16,105664
kommun,0580,2018,RD,KD,6.49,105664
kommun,0580,2018,RD,M,22.19,105664
kommun,0580,2018,RD,SD,13.17,105664
kommun,0580,2018,RF,V,7.71,105058
kommun,0580,2018,RF,S,28.63,105058
kommun,0580,2018,RF,MP,5.33,105058
kommun,0580,2018,RF,C,8.51,105058
kommun,0580,2018,RF,L,8.15,105058
kommun,0580,2018,RF,KD,7.56,105058
kommun,0580,2018,RF,M,23.01,105058
kommun,0580,2018,RF,SD,9.99,105058
kommun,0580,2022,KF,V,6.73,105660
kommun,0580,2022,KF,S,28.26,105660
kommun,0580,2022,KF,MP,5.84,105660
kommun,0580,2022,KF,C,6.97,105660
kommun,0580,2022,KF,L,5.12,105660
kommun,0580,2022,KF,KD,5.13,105660
kommun,0580,2022,KF,M,20.22,105660
kommun,0580,2022,KF,SD,12.03,105660
kommun,0580,2022,RD,V,5.96,106264
kommun,0580,2022,RD,S,30.11,106264
kommun,0580,2022,RD,MP,6.33,106264
kommun,0580,2022,RD,C,8.07,106264
kommun,0580,2022,RD,L,5.95,106264
kommun,0580,2022,RD,KD,5.34,106264
kommun,0580,2022,RD,M,20.91,106264
kommun,0580,2022,RD,SD,15.89,106264
kommun,0580,2022,RF,V,8.91,105060
kommun,0580,2022,RF,S,31.72,105060
kommun,0580,2022,RF,MP,4.39,105060
kommun,0580,2022,RF,C,6.97,105060
kommun,0580,2022,RF,L,5.82,105060
kommun,0580,2022,RF,KD,7.89,105060
kommun,0580,2022,RF,M,21.1,105060
kommun,0580,2022,RF,SD,12.07,105060
kommun,0581,2014,KF,V,5.54,85970
kommun,0581,2014,KF,S,33.88,85970
kommun,0581,2014,KF,MP,6.47,85970
kommun,0581,2014,KF,C,4.45,85970
kommun,0581,2014,KF,L,6.57,85970
kommun,0581,2014,KF,KD,3.94,85970
kommun,0581,2014,KF,M,24.16,85970
kommun,0581,2014,KF,SD,11.67,85970
kommun,0581,2014,RD,V,5.46,86258
kommun,0581,2014,RD,S,30.93,86258
kommun,0581,2014,RD,MP,6.91,86258
kommun,0581,2014,RD,C,4.47,86258
kommun,0581,2014,RD,L,4.54,86258
kommun,0581,2014,RD,KD,4.56,86258
kommun,0581,2014,RD,M,23.18,86258
kommun,0581,2014,RD,SD,16.28,86258
kommun,0581,2014,RF,V,7.15,85367
kommun,0581,2014,RF,S,34.48,85367
kommun,0581,2014,RF,MP,6.91,85367
kommun,0581,2014,RF,C,4.08,85367
kommun,0581,2014,RF,L,5.69,85367
kommun,0581,2014,RF,KD,5.36,85367
kommun,0581,2014,RF,M,23.67,85367
kommun,0581,2014,RF,SD,11.23,85367
kommun,0581,2018,KF,V,8.2,89869
kommun,0581,2018,KF,S,30.34,89869
kommun,0581,2018,KF,MP,3.4,89869
kommun,0581,2018,KF,C,5.67,89869
kommun,0581,2018,KF,L,5.62,89869
kommun,0581,2018,KF,KD,5.39,89869
kommun,0581,2018,KF,M,23.35,89869
kommun,0581,2018,KF,SD,15.46,89869
kommun,0581,2018,RD,V,8.13,89045
kommun,0581,2018,RD,S,28.34,89045
kommun,0581,2018,RD,MP,4.04,89045
kommun,0581,2018,RD,C,6.5,89045
kommun,0581,2018,RD,L,4.81,89045
kommun,0581,2018,RD,KD,6.44,89045
kommun,0581,2018,RD,M,20.46,89045
kommun,0581,2018,RD,SD,19.61,89045
kommun,0581,2018,RF,V,9.6,89262
kommun,0581,2018,RF,S,29.43,89262
kommun,0581,2018,RF,MP,3.58,89262
kommun,0581,2018,RF,C,5.79,89262
kommun,0581,2018,RF,L,5.18,89262
kommun,0581,2018,RF,KD,7.0,89262
kommun,0581,2018,RF,M,23.25,89262
kommun,0581,2018,RF,SD,14.83,89262
kommun,0581,2022,KF,V,8.98,88303
kommun,0581,2022,KF,S,29.09,88303
kommun,0581,2022,KF,MP,3.29,88303
kommun,0581,2022,KF,C,4.84,88303
kommun,0581,2022,KF,L,4.06,88303
kommun,0581,2022,KF,KD,5.86,88303
kommun,0581,2022,KF,M,24.41,88303
kommun,0581,2022,KF,SD,16.56,88303
kommun,0581,2022,RD,V,6.85,88622
kommun,0581,2022,RD,S,29.4,88622
kommun,0581,2022,RD,MP,4.37,88622
kommun,0581,2022,RD,C,5.09,88622
kommun,0581,2022,RD,L,3.75,88622
kommun,0581,2022,RD,KD,6.08,88622
kommun,0581,2022,RD,M,20.45,88622
kommun,0581,2022,RD,SD,22.67,88622
kommun,0581,2022,RF,V,9.79,87845
kommun,0581,2022,RF,S,29.42,87845
kommun,0581,2022,RF,MP,2.91,87845
kommun,0581,2022,RF,C,4.59,87845
kommun,0581,2022,RF,L,3.82,87845
kommun,0581,2022,RF,KD,7.75,87845
kommun,0581,2022,RF,M,23.49,87845
kommun,0581,2022,RF,SD,16.87,87845
kommun,0582,2014,KF,V,4.79,9685
kommun,0582,2014,KF,S,33.48,9685
kommun,0582,2014,KF,MP,6.41,9685
kommun,0582,2014,KF,C,11.55,9685
kommun,0582,2014,KF,L,5.38,9685
kommun,0582,2014,KF,KD,5.32,9685
kommun,0582,2014,KF,M,24.0,9685
kommun,0582,2014,KF,SD,8.7,9685
kommun,0582,2014,RD,V,3.79,9826
kommun,0582,2014,RD,S,26.98,9826
kommun,0582,2014,RD,MP,5.81,9826
kommun,0582,2014,RD,C,8.71,9826
kommun,0582,2014,RD,L,4.33,9826
kommun,0582,2014,RD,KD,5.03,9826
kommun,0582,2014,RD,M,26.0,9826
kommun,0582,2014,RD,SD,16.53,9826
kommun,0582,2014,RF,V,4.86,9563
kommun,0582,2014,RF,S,31.8,9563
kommun,0582,2014,RF,MP,5.71,9563
kommun,0582,2014,RF,C,9.03,9563
kommun,0582,2014,RF,L,5.22,9563
kommun,0582,2014,RF,KD,6.86,9563
kommun,0582,2014,RF,M,25.02,9563
kommun,0582,2014,RF,SD,10.27,9563
kommun,0582,2018,KF,V,6.8,9855
kommun,0582,2018,KF,S,20.51,9855
kommun,0582,2018,KF,MP,2.29,9855
kommun,0582,2018,KF,C,18.89,9855
kommun,0582,2018,KF,L,8.01,9855
kommun,0582,2018,KF,KD,7.08,9855
kommun,0582,2018,KF,M,19.89,9855
kommun,0582,2018,KF,SD,14.0,9855
kommun,0582,2018,RD,V,5.52,9955
kommun,0582,2018,RD,S,22.42,9955
kommun,0582,2018,RD,MP,3.5,9955
kommun,0582,2018,RD,C,10.91,9955
kommun,0582,2018,RD,L,4.97,9955
kommun,0582,2018,RD,KD,7.84,9955
kommun,0582,2018,RD,M,21.68,9955
kommun,0582,2018,RD,SD,21.89,9955
kommun,0582,2018,RF,V,7.02,9732
kommun,0582,2018,RF,S,22.19,9732
kommun,0582,2018,RF,MP,2.96,9732
kommun,0582,2018,RF,C,12.3,9732
kommun,0582,2018,RF,L,7.56,9732
kommun,0582,2018,RF,KD,9.33,9732
kommun,0582,2018,RF,M,22.21,9732
kommun,0582,2018,RF,SD,15.06,9732
kommun,0582,2022,KF,V,6.02,9950
kommun,0582,2022,KF,S,19.78,9950
kommun,0582,2022,KF,MP,2.93,9950
kommun,0582,2022,KF,C,10.88,9950
kommun,0582,2022,KF,L,4.65,9950
kommun,0582,2022,KF,KD,7.06,9950
kommun,0582,2022,KF,M,22.61,9950
kommun,0582,2022,KF,SD,19.98,9950
kommun,0582,2022,RD,V,4.09,10026
kommun,0582,2022,RD,S,24.44,10026
kommun,0582,2022,RD,MP,3.68,10026
kommun,0582,2022,RD,C,7.13,10026
kommun,0582,2022,RD,L,4.39,10026
kommun,0582,2022,RD,KD,7.06,10026
kommun,0582,2022,RD,M,21.43,10026
kommun,0582,2022,RD,SD,26.68,10026
kommun,0582,2022,RF,V,6.44,9845
kommun,0582,2022,RF,S,23.38,9845
kommun,0582,2022,RF,MP,2.63,9845
kommun,0582,2022,RF,C,8.17,9845
kommun,0582,2022,RF,L,5.64,9845
kommun,0582,2022,RF,KD,10.24,9845
kommun,0582,2022,RF,M,22.24,9845
kommun,0582,2022,RF,SD,20.59,9845
kommun,0583,2014,KF,V,5.46,28075
kommun,0583,2014,KF,S,41.72,28075
kommun,0583,2014,KF,MP,5.45,28075
kommun,0583,2014,KF,C,5.48,28075
kommun,0583,2014,KF,L,6.46,28075
kommun,0583,2014,KF,KD,3.01,28075
kommun,0583,2014,KF,M,20.18,28075
kommun,0583,2014,KF,SD,10.45,28075
kommun,0583,2014,RD,V,4.82,28327
kommun,0583,2014,RD,S,39.78,28327
kommun,0583,2014,RD,MP,4.86,28327
kommun,0583,2014,RD,C,5.02,28327
kommun,0583,2014,RD,L,4.44,28327
kommun,0583,2014,RD,KD,3.77,28327
kommun,0583,2014,RD,M,18.66,28327
kommun,0583,2014,RD,SD,16.24,28327
kommun,0583,2014,RF,V,5.88,27857
kommun,0583,2014,RF,S,43.02,27857
kommun,0583,2014,RF,MP,5.24,27857
kommun,0583,2014,RF,C,5.02,27857
kommun,0583,2014,RF,L,5.93,27857
kommun,0583,2014,RF,KD,4.07,27857
kommun,0583,2014,RF,M,19.04,27857
kommun,0583,2014,RF,SD,10.24,27857
kommun,0583,2018,KF,V,6.71,28709
kommun,0583,2018,KF,S,30.6,28709
kommun,0583,2018,KF,MP,2.69,28709
kommun,0583,2018,KF,C,7.59,28709
kommun,0583,2018,KF,L,7.26,28709
kommun,0583,2018,KF,KD,4.92,28709
kommun,0583,2018,KF,M,25.47,28709
kommun,0583,2018,KF,SD,13.19,28709
kommun,0583,2018,RD,V,6.35,28450
kommun,0583,2018,RD,S,32.67,28450
kommun,0583,2018,RD,MP,2.67,28450
kommun,0583,2018,RD,C,6.79,28450
kommun,0583,2018,RD,L,4.43,28450
kommun,0583,2018,RD,KD,6.23,28450
kommun,0583,2018,RD,M,19.51,28450
kommun,0583,2018,RD,SD,20.32,28450
kommun,0583,2018,RF,V,7.68,28438
kommun,0583,2018,RF,S,33.09,28438
kommun,0583,2018,RF,MP,2.83,28438
kommun,0583,2018,RF,C,6.27,28438
kommun,0583,2018,RF,L,6.14,28438
kommun,0583,2018,RF,KD,6.61,28438
kommun,0583,2018,RF,M,22.45,28438
kommun,0583,2018,RF,SD,13.81,28438
kommun,0583,2022,KF,V,5.85,27968
kommun,0583,2022,KF,S,34.95,27968
kommun,0583,2022,KF,MP,2.04,27968
kommun,0583,2022,KF,C,5.38,27968
kommun,0583,2022,KF,L,3.68,27968
kommun,0583,2022,KF,KD,5.25,27968
kommun,0583,2022,KF,M,25.82,27968
kommun,0583,2022,KF,SD,16.44,27968
kommun,0583,2022,RD,V,4.43,28104
kommun,0583,2022,RD,S,34.2,28104
kommun,0583,2022,RD,MP,2.71,28104
kommun,0583,2022,RD,C,5.1,28104
kommun,0583,2022,RD,L,3.52,28104
kommun,0583,2022,RD,KD,5.5,28104
kommun,0583,2022,RD,M,18.71,28104
kommun,0583,2022,RD,SD,24.87,28104
kommun,0583,2022,RF,V,6.63,27775
kommun,0583,2022,RF,S,35.98,27775
kommun,0583,2022,RF,MP,1.89,27775
kommun,0583,2022,RF,C,4.86,27775
kommun,0583,2022,RF,L,3.85,27775
kommun,0583,2022,RF,KD,7.74,27775
kommun,0583,2022,RF,M,21.34,27775
kommun,0583,2022,RF,SD,17.21,27775
kommun,0584,2014,KF,V,3.3,5217
